"Tenean Beach, Dorchester: Bacterial Water Quality",,,,,
,,,,Middle,
"July 18, 2017",0.12,0.12,0.12,,20
"July 17, 2017",0,0,0,,10
"July 16, 2017",0,0,0,,20
"July 15, 2017",0,0,0.14,,10
"July 14, 2017",0,0.14,1.47,,90
"July 13, 2017",0.14,1.47,1.64,,108
"July 12, 2017",1.33,1.5,1.5,<,10
"July 11, 2017",0.17,0.17,0.17,,31
"July 10, 2017",0,0,0.4,,20
"July 9, 2017",0,0.4,0.7,,228
"July 8, 2017",0.4,0.7,0.7,,262
"July 7, 2017",0.3,0.3,0.3,,37
"July 6, 2017",0,0,0,,2
"July 5, 2017",0,0,0,,10
"July 4, 2017",0,0,0,,10
"July 3, 2017",0,0,0.11,<,10
"July 2, 2017",0,0.11,0.18,,51
"July 1, 2017",0.11,0.18,0.18,,20
"June 30, 2017",0.07,0.07,0.07,,13
"June 29, 2017",0,0,0.08,,3
"June 28, 2017",0,0.08,0.08,<,10
"June 27, 2017",0.08,0.08,0.08,,31
"June 26, 2017",0,0,0.08,<,2
"June 25, 2017",0,0.08,0.08,,10
"June 24, 2017",0.08,0.08,0.08,,52
"June 23, 2017",0,0,0,,25
"June 22, 2017",0,0,0.13,,30
"June 21, 2017",0,0.13,0.16,,158
"June 20, 2017",0.13,0.16,0.16,,20
"June 19, 2017",0.03,0.03,0.05,,20
"June 17, 2017",0.02,2.15,2.15,,592
"June 16, 2017",2.13,2.13,2.13,,7
"June 15, 2017",0,0,0.53,,18
"June 9, 2017",0,0,0.04,,52
"June 8, 2017",0,0.04,0.84,,143
"June 2, 2017",0.01,0.17,0.23,,4
"June 1, 2017",0.16,0.22,0.22,<,2
"May 27, 2017",0,0.55,1.18,,76
"May 26, 2017",0.55,1.18,1.18,,523
"May 25, 2017",0.63,0.63,0.63,,70
"September 4, 2016",0,0,0,<,10
"September 3, 2016",0,0,0.02,<,10
"September 2, 2016",0,0.02,0.02,,17
"September 1, 2016",0.02,0.02,0.02,,13
"August 31, 2016",0,0,0,,10
"August 30, 2016",0,0,0,,10
"August 29, 2016",0,0,0,,10
"August 28, 2016",0,0,0,,30
"August 27, 2016",0,0,0,,61
"August 26, 2016",0,0,0,,24
"August 25, 2016",0,0,0,,2
"August 24, 2016",0,0,0.89,,10
"August 23, 2016",0,0.89,0.9,,31
"August 22, 2016",0.89,0.9,0.9,,243
"August 21, 2016",0.01,0.01,0.01,,46
"August 20, 2016",0,0,0,,5
"August 19, 2016",0,0,0,,58
"August 18, 2016",0,0,0,,223
"August 17, 2016",0,0,0,,10
"August 16, 2016",0,0,0.18,,20
"August 15, 2016",0,0.18,0.52,,10
"August 14, 2016",0.18,0.52,0.53,,30
"August 13, 2016",0.34,0.35,0.35,,85
"August 12, 2016",0.01,0.01,0.24,,2
"August 11, 2016",0,0.23,0.23,,18
"August 10, 2016",0.23,0.23,0.23,,10
"August 9, 2016",0,0,0,,10
"August 8, 2016",0,0,0.02,<,10
"August 7, 2016",0,0.02,0.02,<,10
"August 6, 2016",0.02,0.02,0.02,,20
"August 5, 2016",0,0,0,,49
"August 4, 2016",0,0,0.04,,79
"August 3, 2016",0,0.04,0.04,,4
"August 2, 2016",0.04,0.04,0.19,,10
"August 1, 2016",0,0.15,0.15,,20
"July 31, 2016",0.15,0.15,0.21,,30
"July 30, 2016",0,0.06,0.06,<,10
"July 29, 2016",0.06,0.06,0.06,,5
"July 28, 2016",0,0,0,,2
"July 27, 2016",0,0,0,,10
"July 26, 2016",0,0,0,,20
"July 25, 2016",0,0,0,,97
"July 24, 2016",0,0,0,,118
"July 23, 2016",0,0,0,,110
"July 22, 2016",0,0,0,,35
"July 21, 2016",0,0,0,,1330
"July 20, 2016",0,0,0.01,,31
"July 19, 2016",0,0.01,0.01,,382
"July 18, 2016",0.01,0.01,0.01,<,10
"July 17, 2016",0,0,0,,10
"July 16, 2016",0,0,0,,20
"July 15, 2016",0,0,0,,8
"July 14, 2016",0,0,0,,10
"July 13, 2016",0,0,0,<,10
"July 12, 2016",0,0,0.09,,10
"July 11, 2016",0,0.09,0.2,<,10
"July 10, 2016",0.09,0.2,0.22,,10
"July 9, 2016",0.11,0.13,0.13,,299
"July 8, 2016",0.02,0.02,0.02,,4
"July 7, 2016",0,0,0.23,,86
"July 6, 2016",0,0.23,0.23,,15
"July 5, 2016",0.23,0.23,0.23,,500
"July 4, 2016",0,0,0,,10
"July 3, 2016",0,0,0.2,,20
"July 2, 2016",0,0.2,0.2,,30
"July 1, 2016",0.2,0.2,0.23,<,10
"June 30, 2016",0,0.03,0.11,,18
"June 29, 2016",0.03,0.11,0.11,,41
"June 28, 2016",0.08,0.08,0.08,,10
"June 27, 2016",0,0,0,,10
"June 26, 2016",0,0,0,<,10
"June 25, 2016",0,0,0,,31
"June 24, 2016",0,0,0,,20
"June 23, 2016",0,0,0.02,,22
"June 22, 2016",0,0.02,0.02,,15
"June 21, 2016",0.02,0.02,0.02,,20
"June 20, 2016",0,0,0,<,10
"June 19, 2016",0,0,0.12,,10
"June 18, 2016",0,0.12,0.12,,85
"June 17, 2016",0.12,0.12,0.12,,58
"June 16, 2016",0,0,0,,6
"June 15, 2016",0,0,0,,10
"June 14, 2016",0,0,0,<,10
"June 13, 2016",0,0,0.02,,10
"June 12, 2016",0,0.02,0.02,<,2
"June 11, 2016",0.02,0.02,0.02,,6
"June 10, 2016",0,0,0,,28
"June 9, 2016",0,0,0.15,,8
"June 2, 2016",0,0,0,,48
"May 31, 2016",0,1.13,1.13,,30
"May 26, 2016",0,0,0.26,,11
"September 6, 2015",0,0,0,,31
"September 5, 2015",0,0,0.01,,41
"September 4, 2015",0,0.01,0.01,,54
"September 3, 2015",0.01,0.01,0.01,,25
"September 2, 2015",0,0,0,,4
"September 1, 2015",0,0,0,,20
"August 31, 2015",0,0,0,<,2
"August 30, 2015",0,0,0,,109
"August 29, 2015",0,0,0,,52
"August 28, 2015",0,0,0,,14
"August 27, 2015",0,0,0,,60
"August 26, 2015",0,0,0,,74
"August 25, 2015",0,0,0.02,,20
"August 24, 2015",0,0.02,0.02,,262
"August 23, 2015",0.02,0.02,0.65,,110
"August 22, 2015",0,0.63,0.63,,146
"August 21, 2015",0.63,0.63,0.63,,56
"August 20, 2015",0,0,0.14,,41
"August 19, 2015",0,0.14,0.14,,20
"August 18, 2015",0.14,0.14,0.14,,41
"August 17, 2015",0,0,0.08,,278
"August 16, 2015",0,0.08,0.08,,413
"August 15, 2015",0.08,0.08,0.08,,135
"August 14, 2015",0,0,0,,2
"August 13, 2015",0,0,0.83,,90
"August 12, 2015",0,0.83,0.83,,272
"August 11, 2015",0.83,0.83,0.83,,20
"August 10, 2015",0,0,0,,41
"August 9, 2015",0,0,0,,10
"August 8, 2015",0,0,0,,30
"August 7, 2015",0,0,0,,90
"August 6, 2015",0,0,0.49,,108
"August 5, 2015",0,0.49,0.49,,663
"August 4, 2015",0.49,0.49,0.49,,185
"August 2, 2015",0,0,0,,22
"August 1, 2015",0,0,0.02,,14
"July 31, 2015",0,0.02,0.02,,20
"July 30, 2015",0.02,0.02,0.02,,33
"July 29, 2015",0,0,0.06,,121
"July 28, 2015",0,0.06,0.06,,41
"July 27, 2015",0.06,0.06,0.06,,20
"July 26, 2015",0,0,0.01,,10
"July 25, 2015",0,0.01,0.01,,74
"July 24, 2015",0.01,0.01,0.01,,2
"July 23, 2015",0,0,0,,148
"July 22, 2015",0,0,0,,52
"July 21, 2015",0,0,0,,121
"July 20, 2015",0,0,0.14,<,10
"July 19, 2015",0,0.14,0.14,,84
"July 18, 2015",0.14,0.14,0.14,,52
"July 16, 2015",0,0,0.03,,65
"July 15, 2015",0,0.03,0.03,,146
"July 14, 2015",0.03,0.03,0.03,,305
"July 13, 2015",0,0,0,,85
"July 12, 2015",0,0,1.12,,109
"July 11, 2015",0,1.12,1.27,,31
"July 10, 2015",1.12,1.27,1.27,,485
"July 9, 2015",0.15,0.15,0.17,,65
"July 8, 2015",0,0.02,0.02,,30
"July 7, 2015",0.02,0.02,0.02,,175
"July 6, 2015",0,0,0,,20
"July 5, 2015",0,0,0,,6
"July 3, 2015",0,0,0.54,,8
"July 2, 2015",0,0.54,0.54,,200
"July 1, 2015",0.54,0.54,0.54,,52
"June 30, 2015",0,0,1.43,,262
"June 29, 2015",0,1.43,1.63,,712
"June 28, 2015",1.43,1.63,1.63,,201
"June 27, 2015",0.2,0.2,0.2,,10
"June 26, 2015",0,0,0,,34
"June 25, 2015",0,0,0.01,,16
"June 24, 2015",0,0.01,0.01,,31
"June 23, 2015",0.01,0.01,1.73,,63
"June 22, 2015",0,1.72,1.76,,432
"June 21, 2015",1.72,1.76,1.76,,199
"June 20, 2015",0.04,0.04,0.04,<,10
"June 19, 2015",0,0,0,,93
"June 18, 2015",0,0,0,,2
"June 17, 2015",0,0,0.4,,5
"June 16, 2015",0,0.4,0.4,,63
"June 15, 2015",0.4,0.4,0.4,,74
"June 14, 2015",0,0,0,,10
"June 13, 2015",0,0,0,,20
"June 12, 2015",0,0,0,,12
"June 11, 2015",0,0,0,,2
"June 5, 2015",0,0,0,,33
"June 4, 2015",0,0,0.74,,238
"May 28, 2015",0,0,0,,2
"May 21, 2015",0,0,0.27,,19
"August 31, 2014",0.54,0.54,0.54,<,10
"August 30, 2014",0,0,0,,10
"August 29, 2014",0,0,0.02,<,2
"August 28, 2014",0,0.02,0.02,,13
"August 27, 2014",0.02,0.02,0.02,,2
"August 26, 2014",0,0,0,,2
"August 25, 2014",0,0,0,,74
"August 24, 2014",0,0,0.08,,41
"August 23, 2014",0,0.08,0.08,,10
"August 22, 2014",0.08,0.08,0.08,,22
"August 21, 2014",0,0,0,,12
"August 20, 2014",0,0,0,,41
"August 19, 2014",0,0,0,,51
"August 18, 2014",0,0,0,<,10
"August 17, 2014",0,0,0,,10
"August 16, 2014",0,0,0,,10
"August 15, 2014",0,0,1.06,,16
"August 14, 2014",0,1.06,1.06,,71
"August 13, 2014",1.06,1.06,1.06,,79
"August 12, 2014",0,0,0,,27
"August 11, 2014",0,0,0,,12
"August 10, 2014",0,0,0,,10
"August 9, 2014",0,0,0.01,,52
"August 8, 2014",0,0.01,0.02,,12
"August 7, 2014",0.01,0.02,0.02,,28
"August 6, 2014",0.01,0.01,0.01,,20
"August 5, 2014",0,0,0,<,10
"August 4, 2014",0,0,0.03,<,10
"August 3, 2014",0,0.03,0.03,,20
"August 2, 2014",0.03,0.03,0.03,,20
"August 1, 2014",0,0,0,,8
"July 31, 2014",0,0,0,,37
"July 30, 2014",0,0,0.11,<,2
"July 29, 2014",0,0.11,0.46,<,2
"July 28, 2014",0.11,0.46,0.46,,8
"July 27, 2014",0.35,0.35,0.35,,10
"July 26, 2014",0,0,0,,10
"July 25, 2014",0,0,0,,4
"July 24, 2014",0,0,0,,5
"July 23, 2014",0,0,0,<,10
"July 22, 2014",0,0,0,<,10
"July 21, 2014",0,0,0,,31
"July 20, 2014",0,0,0,,62
"July 19, 2014",0,0,0,<,10
"July 18, 2014",0,0,0.85,,546
"July 17, 2014",0,0.85,0.85,,185
"July 16, 2014",0.85,0.85,1.52,,10
"July 15, 2014",0,0.67,0.67,,100
"July 14, 2014",0.67,0.67,0.67,,8
"July 13, 2014",0,0,0,,6
"July 12, 2014",0,0,0,,74
"July 11, 2014",0,0,0,,56
"July 10, 2014",0,0,0,,20
"July 9, 2014",0,0,0.08,,10
"July 8, 2014",0,0.08,0.08,,10
"July 7, 2014",0.08,0.08,0.43,,63
"July 6, 2014",0,0.35,2.23,,31
"July 5, 2014",0.35,2.23,2.51,,2380
"July 2, 2014",0,0,0,,2
"July 1, 2014",0,0,0,,10
"June 30, 2014",0,0,0,<,2
"June 29, 2014",0,0,0,<,2
"June 28, 2014",0,0,0.28,,2
"June 27, 2014",0,0.28,0.28,,2
"June 26, 2014",0.28,0.28,0.28,,33
"June 25, 2014",0,0,0,,10
"June 24, 2014",0,0,0,<,10
"June 23, 2014",0,0,0,<,10
"June 22, 2014",0,0,0,,20
"June 21, 2014",0,0,0,,41
"June 20, 2014",0,0,0,,5
"June 19, 2014",0,0,0.02,,27
"June 17, 2014",0.02,0.02,0.02,,6
"June 16, 2014",0,0,0.01,,25
"June 14, 2014",0.01,0.55,0.55,,151
"June 12, 2014",0,0,0.85,,52
"June 6, 2014",0,0.78,0.92,,18
"June 5, 2014",0.78,0.92,0.92,,30
"May 29, 2014",0,0.08,0.56,,48
"May 22, 2014",0.25,0.25,0.25,,12
"August 30, 2013",0,0,0,,2
"August 29, 2013",0,0,0.01,,30
"August 28, 2013",0,0.01,0.02,,10
"August 27, 2013",0.01,0.02,0.02,<,10
"August 26, 2013",0.01,0.01,0.01,<,10
"August 25, 2013",0,0,0,,2
"August 24, 2013",0,0,0,,4
"August 23, 2013",0,0,0,,17
"August 22, 2013",0,0,0,,25
"August 21, 2013",0,0,0,,10
"August 20, 2013",0,0,0,,166
"August 19, 2013",0,0,0,,426
"August 18, 2013",0,0,0,,41
"August 17, 2013",0,0,0,,98
"August 16, 2013",0,0,0,,6
"August 15, 2013",0,0,0,,18
"August 14, 2013",0,0,0,,148
"August 13, 2013",0,0,0,<,10
"August 12, 2013",0,0,0,,2
"August 11, 2013",0,0,1.62,,27
"August 10, 2013",0,1.62,1.69,,20
"August 9, 2013",1.62,1.69,1.69,,15
"August 8, 2013",0.07,0.07,0.07,,15
"August 7, 2013",0,0,0,<,2
"August 6, 2013",0,0,0,,10
"August 5, 2013",0,0,0,,52
"August 4, 2013",0,0,0.13,,31
"August 3, 2013",0,0.13,0.13,,63
"August 2, 2013",0.13,0.13,0.13,,2
"August 1, 2013",0,0,0,<,2
"July 31, 2013",0,0,0.33,,63
"July 30, 2013",0,0.33,0.34,,20
"July 29, 2013",0.33,0.34,0.34,,51
"July 28, 2013",0.01,0.01,1.01,,318
"July 27, 2013",0,1,1.27,,62
"July 26, 2013",1,1.27,1.27,>,2600
"July 25, 2013",0.27,0.27,2.03,,331
"July 24, 2013",0,1.76,1.76,,38
"July 23, 2013",1.76,1.76,1.77,,28
"July 22, 2013",0,0.01,0.01,,85
"July 21, 2013",0.01,0.01,0.01,,52
"July 20, 2013",0,0,0,,10
"July 19, 2013",0,0,0,,7
"July 18, 2013",0,0,0.01,,6
"July 17, 2013",0,0.01,0.01,<,10
"July 16, 2013",0.01,0.01,0.01,,52
"July 15, 2013",0,0,0,,10
"July 14, 2013",0,0,0,<,10
"July 13, 2013",0,0,0.17,<,2
"July 12, 2013",0,0.17,0.18,,223
"July 11, 2013",0.17,0.18,0.18,,2
"July 10, 2013",0.01,0.01,0.02,,4
"July 9, 2013",0,0.01,0.01,,105
"July 8, 2013",0.01,0.01,0.01,,27
"July 7, 2013",0,0,0,<,10
"July 6, 2013",0,0,0,,10
"July 5, 2013",0,0,0,,2
"July 3, 2013",0,0,0.03,,51
"July 2, 2013",0,0.03,0.14,,4
"July 1, 2013",0.03,0.14,0.21,,31
"June 30, 2013",0.11,0.18,0.63,,20
"June 29, 2013",0.07,0.52,0.55,,31
"June 28, 2013",0.45,0.48,0.52,,385
"June 27, 2013",0.03,0.07,0.07,,262
"June 26, 2013",0.04,0.04,0.37,,13
"June 25, 2013",0,0.33,0.33,,4
"June 24, 2013",0.33,0.33,0.33,,14
"June 23, 2013",0,0,0,,52
"June 22, 2013",0,0,0,,359
"June 21, 2013",0,0,0,,10
"June 20, 2013",0,0,0.63,,102
"June 19, 2013",0,0.63,1.06,,700
"June 15, 2013",0,1.02,1.74,,430
"June 14, 2013",1.02,1.74,1.81,,2600
"June 13, 2013",0.72,0.79,2.17,,315
"June 9, 2013",0,0.54,3.61,,29
"June 8, 2013",0.54,3.61,3.63,>,2600
"June 6, 2013",0.02,0.02,0.02,,6
"June 4, 2013",0,0.71,0.71,,110
"May 30, 2013",0,0.84,0.84,,23
"May 23, 2013",0.05,0.1,0.11,,43
"August 31, 2012",0,0,0,,2
"August 30, 2012",0,0,0.15,,2
"August 29, 2012",0,0.15,0.15,,10
"August 28, 2012",0.15,0.15,0.15,<,10
"August 27, 2012",0,0,0,<,10
"August 26, 2012",0,0,0,<,10
"August 25, 2012",0,0,0,,10
"August 24, 2012",0,0,0,,2
"August 23, 2012",0,0,0,,37
"August 22, 2012",0,0,0,,10
"August 21, 2012",0,0,0,,10
"August 20, 2012",0,0,0.04,,52
"August 19, 2012",0,0.04,0.04,,13
"August 18, 2012",0.04,0.04,0.04,,18
"August 17, 2012",0,0,0.83,,13
"August 16, 2012",0,0.83,0.83,,10
"August 15, 2012",0.83,0.83,0.83,,41
"August 14, 2012",0,0,0.01,,20
"August 13, 2012",0,0.01,0.01,<,10
"August 12, 2012",0.01,0.01,1.18,,31
"August 11, 2012",0,1.17,1.17,,336
"August 10, 2012",1.17,1.17,1.17,,192
"August 9, 2012",0,0,0,,18
"August 8, 2012",0,0,0,<,10
"August 7, 2012",0,0,0.08,,10
"August 6, 2012",0,0.08,0.08,,41
"August 5, 2012",0.08,0.08,0.08,,41
"August 4, 2012",0,0,0,,63
"August 3, 2012",0,0,0.8,,18
"August 2, 2012",0,0.8,1.28,,40
"August 1, 2012",0.8,1.28,1.28,,38
"July 31, 2012",0.48,0.48,0.48,,20
"July 30, 2012",0,0,0.87,,52
"July 29, 2012",0,0.87,0.89,,601
"July 28, 2012",0.87,0.89,0.89,,20
"July 27, 2012",0.02,0.02,0.02,,15
"July 26, 2012",0,0,0.55,,4
"July 25, 2012",0,0.55,0.57,,63
"July 24, 2012",0.55,0.57,0.57,,71
"July 23, 2012",0.02,0.02,0.02,<,10
"July 22, 2012",0,0,0,,20
"July 21, 2012",0,0,0.06,,68
"July 20, 2012",0,0.06,1.8,,2
"July 19, 2012",0.06,1.8,1.8,,254
"July 18, 2012",1.74,1.74,1.74,<,2
"July 17, 2012",0,0,0,<,2
"July 16, 2012",0,0,0,<,10
"July 15, 2012",0,0,0,,10
"July 14, 2012",0,0,0,,52
"July 13, 2012",0,0,0,<,2
"July 12, 2012",0,0,0,,8
"July 11, 2012",0,0,0,,20
"July 10, 2012",0,0,0,<,10
"July 9, 2012",0,0,0,,31
"July 8, 2012",0,0,0,,20
"July 7, 2012",0,0,0,,10
"July 6, 2012",0,0,0.14,,15
"July 5, 2012",0,0.14,0.14,,6
"July 4, 2012",0.14,0.14,0.14,,6
"July 3, 2012",0,0,0,,6
"July 2, 2012",0,0,0,,14
"July 1, 2012",0,0,0.05,,63
"June 30, 2012",0,0.05,0.05,<,10
"June 29, 2012",0.05,0.05,0.05,<,2
"June 28, 2012",0,0,0.06,,10
"June 27, 2012",0,0.06,0.99,<,10
"June 26, 2012",0.06,0.99,0.99,,670
"June 25, 2012",0.93,0.93,2.12,,30
"June 24, 2012",0,1.19,1.21,,41
"June 23, 2012",1.19,1.21,1.21,,20
"June 22, 2012",0.02,0.02,0.02,<,2
"June 21, 2012",0,0,0,,8
"June 14, 2012",0,0.7,0.71,,68
"June 9, 2012",0,0.31,0.35,,45
"June 7, 2012",0.04,0.04,0.17,,18
"May 31, 2012",0,0,0.17,,4
"May 24, 2012",0,0,0.58,,2
"September 4, 2011",0,0,0,<,10
"September 3, 2011",0,0,0,,30
"September 2, 2011",0,0,0,,52
"September 1, 2011",0,0,0,,30
"August 31, 2011",0,0,0,,10
"August 30, 2011",0,0,0.91,,121
"August 29, 2011",0,0.91,1.68,,20
"August 27, 2011",0.77,0.8,0.86,<,10
"August 26, 2011",0.03,0.09,0.09,,63
"August 25, 2011",0.06,0.06,0.06,<,2
"August 24, 2011",0,0,0.59,<,10
"August 23, 2011",0,0.59,0.59,<,10
"August 22, 2011",0.59,0.59,0.59,,20
"August 21, 2011",0,0,0.03,<,10
"August 20, 2011",0,0.03,0.03,,20
"August 19, 2011",0.03,0.03,0.03,,6
"August 18, 2011",0,0,0.01,,4
"August 17, 2011",0,0.01,1.44,,52
"August 16, 2011",0.01,1.44,1.46,,1200
"August 15, 2011",1.43,1.45,1.45,,108
"August 14, 2011",0.02,0.02,0.02,,20
"August 13, 2011",0,0,0,,74
"August 12, 2011",0,0,0.73,,57
"August 11, 2011",0,0.73,1.94,,431
"August 10, 2011",0.73,1.94,2.23,,11200
"August 9, 2011",1.21,1.5,2.56,,120
"August 8, 2011",0.29,1.35,1.35,,134
"August 7, 2011",1.06,1.06,1.06,,10
"August 6, 2011",0,0,0,,10
"August 5, 2011",0,0,0,<,2
"August 4, 2011",0,0,0.6,,60
"August 3, 2011",0,0.6,0.6,,97
"August 2, 2011",0.6,0.6,0.6,,52
"August 1, 2011",0,0,0,,20
"July 31, 2011",0,0,0.14,,52
"July 30, 2011",0,0.14,0.14,,61
"July 29, 2011",0.14,0.14,0.14,,2
"July 28, 2011",0,0,0.01,,6
"July 27, 2011",0,0.01,0.16,<,10
"July 26, 2011",0.01,0.16,0.18,,10
"July 25, 2011",0.15,0.17,0.28,,20
"July 24, 2011",0.02,0.13,0.13,,31
"July 23, 2011",0.11,0.11,0.11,<,10
"July 22, 2011",0,0,0,,10
"July 21, 2011",0,0,0,<,2
"July 20, 2011",0,0,0,,10
"July 19, 2011",0,0,0,<,10
"July 18, 2011",0,0,0,<,10
"July 17, 2011",0,0,0,<,10
"July 16, 2011",0,0,0.72,,10
"July 15, 2011",0,0.72,1.17,,15
"July 14, 2011",0.72,1.17,1.17,,10
"July 13, 2011",0.45,0.45,0.45,,20
"July 12, 2011",0,0,0,<,10
"July 11, 2011",0,0,0.12,<,10
"July 10, 2011",0,0.12,0.41,,20
"July 9, 2011",0.12,0.41,0.41,,173
"July 8, 2011",0.29,0.29,0.29,,10
"July 7, 2011",0,0,0,<,2
"July 6, 2011",0,0,0,<,10
"July 5, 2011",0,0,0.03,,20
"July 4, 2011",0,0.03,0.03,,20
"July 3, 2011",0.03,0.03,0.03,,30
"July 2, 2011",0,0,0,<,10
"July 1, 2011",0,0,0.18,<,2
"June 30, 2011",0,0.18,0.18,,2
"June 29, 2011",0.18,0.18,0.18,<,10
"June 28, 2011",0,0,0,,20
"June 27, 2011",0,0,0.27,,10
"June 26, 2011",0,0.27,0.28,,74
"June 25, 2011",0.27,0.28,0.45,,327
"June 24, 2011",0.01,0.18,2,,620
"June 23, 2011",0.17,1.99,1.99,,2600
"June 17, 2011",0.04,0.04,0.04,,8
"June 16, 2011",0,0,0.04,,2
"June 10, 2011",0,0.51,0.51,,7
"June 9, 2011",0.51,0.51,0.51,,33
"June 3, 2011",0,0,0.56,,12
"June 2, 2011",0,0.56,0.56,,540
"May 26, 2011",0,0,0.17,,2
"September 5, 2010",0,0.02,0.36,,85
"September 2, 2010",0,0,0,,754
"September 1, 2010",0,0,0,,74
"August 31, 2010",0,0,0,,20
"August 30, 2010",0,0,0,,41
"August 29, 2010",0,0,0,,41
"August 28, 2010",0,0,0,,30
"August 27, 2010",0,0,2.76,,8
"August 26, 2010",0,2.76,3.54,,315
"August 25, 2010",2.76,3.54,4.24,,11200
"August 24, 2010",0.78,1.48,1.72,,581
"August 23, 2010",0.7,0.94,0.94,,122
"August 22, 2010",0.24,0.24,0.24,,20
"August 21, 2010",0,0,0,,41
"August 20, 2010",0,0,0,<,2
"August 19, 2010",0,0,0,,2
"August 18, 2010",0,0,0.21,,41
"August 17, 2010",0,0.21,0.21,,41
"August 16, 2010",0.21,0.21,0.21,<,10
"August 15, 2010",0,0,0,,20
"August 14, 2010",0,0,0,,20
"August 13, 2010",0,0,0,,6
"August 12, 2010",0,0,0.07,,10
"August 11, 2010",0,0.07,0.07,,107
"August 10, 2010",0.07,0.07,0.07,,86
"August 9, 2010",0,0,0,,63
"August 8, 2010",0,0,0,,63
"August 7, 2010",0,0,0.99,,97
"August 6, 2010",0,0.99,0.99,,78
"August 5, 2010",0.99,0.99,0.99,<,2
"August 4, 2010",0,0,0,<,10
"August 3, 2010",0,0,0,<,10
"August 2, 2010",0,0,0,<,10
"August 1, 2010",0,0,0,,10
"July 31, 2010",0,0,0.04,,41
"July 30, 2010",0,0.04,0.04,<,2
"July 29, 2010",0.04,0.04,0.04,,12
"July 28, 2010",0,0,0,<,10
"July 27, 2010",0,0,0,<,10
"July 26, 2010",0,0,0,,62
"July 25, 2010",0,0,0.49,<,10
"July 24, 2010",0,0.49,0.49,,399
"July 23, 2010",0.49,0.49,0.54,<,2
"July 22, 2010",0,0.05,0.05,<,2
"July 21, 2010",0.05,0.05,0.05,,10
"July 20, 2010",0,0,0,<,10
"July 19, 2010",0,0,0,<,10
"July 18, 2010",0,0,0.02,<,10
"July 17, 2010",0,0.02,0.02,<,10
"July 16, 2010",0.02,0.02,0.13,,254
"July 15, 2010",0,0.11,0.15,,6
"July 14, 2010",0.11,0.15,0.4,,110
"July 13, 2010",0.04,0.29,0.3,,63
"July 12, 2010",0.25,0.26,1.91,,132
"July 11, 2010",0.01,1.66,1.66,,175
"July 10, 2010",1.65,1.65,1.65,,10
"July 9, 2010",0,0,0,<,2
"July 8, 2010",0,0,0,,2
"July 7, 2010",0,0,0,,10
"July 6, 2010",0,0,0,<,10
"July 5, 2010",0,0,0,<,10
"July 4, 2010",0,0,0,,10
"July 3, 2010",0,0,0,<,10
"July 2, 2010",0,0,0,,4
"July 1, 2010",0,0,0,,6
"June 30, 2010",0,0,0,,41
"June 29, 2010",0,0,0,,20
"June 28, 2010",0,0,0,,31
"June 27, 2010",0,0,0,,20
"June 26, 2010",0,0,0.05,,30
"June 25, 2010",0,0.05,0.11,,10
"June 24, 2010",0.05,0.11,0.11,,2
"June 23, 2010",0.06,0.06,0.06,,31
"June 22, 2010",0,0,0.16,,74
"June 21, 2010",0,0.16,0.16,,199
"June 20, 2010",0.16,0.16,0.16,<,10
"June 19, 2010",0,0,0,,10
"June 18, 2010",0,0,0.02,<,2
"June 17, 2010",0,0.02,0.02,,30
"June 12, 2010",0.18,0.18,0.28,,4
"June 10, 2010",0.1,0.14,0.14,,154
"June 7, 2010",0,0.71,1.42,,16
"June 3, 2010",0.7,0.7,1.13,,22
"May 27, 2010",0.05,0.11,0.11,,38
"September 5, 2009",0,0,0,<,10
"September 4, 2009",0,0,0,<,2
"September 3, 2009",0,0,0,,8
"September 2, 2009",0,0,0,<,10
"September 1, 2009",0,0,0,,10
"August 31, 2009",0,0,1.65,,10
"August 30, 2009",0,1.65,1.74,,226
"August 28, 2009",0.09,0.09,0.09,,22
"August 27, 2009",0,0,0,,22
"August 26, 2009",0,0,0.77,<,10
"August 25, 2009",0,0.77,0.9,<,10
"August 24, 2009",0.77,0.9,1.07,<,10
"August 23, 2009",0.13,0.3,0.3,,97
"August 22, 2009",0.17,0.17,0.45,,86
"August 21, 2009",0,0.28,0.28,,30
"August 20, 2009",0.28,0.28,0.28,,46
"August 19, 2009",0,0,0,,10
"August 18, 2009",0,0,0,<,10
"August 17, 2009",0,0,0,,10
"August 16, 2009",0,0,0,,10
"August 15, 2009",0,0,0.09,<,10
"August 14, 2009",0,0.09,0.09,,6
"August 13, 2009",0.09,0.09,0.14,,450
"August 12, 2009",0,0.05,0.06,,1790
"August 11, 2009",0.05,0.06,0.06,,63
"August 10, 2009",0.01,0.01,0.01,<,10
"August 9, 2009",0,0,0,<,10
"August 8, 2009",0,0,0,<,10
"August 7, 2009",0,0,0,<,2
"August 6, 2009",0,0,0,,24
"August 5, 2009",0,0,0,<,10
"August 4, 2009",0,0,0,,20
"August 3, 2009",0,0,0,<,10
"August 2, 2009",0,0,0.44,,10
"August 1, 2009",0,0.44,0.95,,110
"July 31, 2009",0.44,0.95,0.95,,2
"July 30, 2009",0.51,0.51,0.51,,8
"July 29, 2009",0,0,0,<,10
"July 28, 2009",0,0,0.02,,85
"July 27, 2009",0,0.02,0.02,,10
"July 26, 2009",0.02,0.02,1.95,,146
"July 25, 2009",0,1.93,2.36,,738
