"M Street Beach, South Boston: Bacterial Water Quality",,,,,
,,,,M. Street Beach,
"June 19, 2008",0,0,0,,4
"June 12, 2008",0,0,0,,2
"June 4, 2008",0.56,0.56,0.56,<,2
"May 28, 2008",0,0.99,0.99,,12
"May 22, 2008",0.33,0.33,0.33,<,2
"August 31, 2007",0.01,0.01,0.01,,14
"August 30, 2007",0,0,0,,4
"August 29, 2007",0,0,0,<,10
"August 28, 2007",0,0,0,<,10
"August 27, 2007",0,0,0,<,10
"August 26, 2007",0,0,0,<,10
"August 25, 2007",0,0,0,,31
"August 24, 2007",0,0,0,<,2
"August 23, 2007",0,0,0,,13
"August 22, 2007",0,0,0,<,10
"August 21, 2007",0,0,0,<,10
"August 20, 2007",0,0,0.04,,10
"August 19, 2007",0,0.04,0.04,<,10
"August 18, 2007",0.04,0.04,0.04,<,10
"August 17, 2007",0,0,0,,2
"August 16, 2007",0,0,0,,2
"August 15, 2007",0,0,0,<,10
"August 14, 2007",0,0,0,<,10
"August 13, 2007",0,0,0,<,10
"August 12, 2007",0,0,0.09,<,10
"August 11, 2007",0,0.09,0.09,,10
"August 10, 2007",0.09,0.09,0.37,,10
"August 9, 2007",0,0.28,0.28,<,2
"August 8, 2007",0.28,0.28,0.52,,63
"August 7, 2007",0,0.24,0.24,,20
"August 6, 2007",0.24,0.24,0.24,,31
"August 5, 2007",0,0,0,<,10
"August 4, 2007",0,0,0,<,10
"August 3, 2007",0,0,0,,2
"August 2, 2007",0,0,0,<,2
"August 1, 2007",0,0,1.72,<,10
"July 31, 2007",0,1.72,1.72,<,10
"July 30, 2007",1.72,1.72,4.04,,20
"July 29, 2007",0,2.32,2.32,,187
"July 28, 2007",2.32,2.32,2.32,,20
"July 27, 2007",0,0,0,<,2
"July 26, 2007",0,0,0,,2
"July 25, 2007",0,0,0.06,<,10
"July 24, 2007",0,0.06,0.06,<,10
"July 23, 2007",0.06,0.06,0.06,<,10
"July 22, 2007",0,0,0.01,<,10
"July 21, 2007",0,0.01,0.12,<,10
"July 20, 2007",0.01,0.12,0.29,,17
"July 19, 2007",0.11,0.28,0.28,,17
"July 18, 2007",0.17,0.17,0.17,<,10
"July 17, 2007",0,0,0,<,10
"July 16, 2007",0,0,0,<,10
"July 15, 2007",0,0,0,<,10
"July 14, 2007",0,0,0.05,<,10
"July 13, 2007",0,0.05,0.05,<,2
"July 12, 2007",0.05,0.05,0.05,,6
"July 11, 2007",0,0,0.23,<,10
"July 10, 2007",0,0.23,0.25,,10
"July 9, 2007",0.23,0.25,0.25,,20
"July 8, 2007",0.02,0.02,0.02,<,10
"July 7, 2007",0,0,0.31,,20
"July 6, 2007",0,0.31,0.36,,4
"July 5, 2007",0.31,0.36,0.36,,45
"July 4, 2007",0.05,0.05,0.05,,41
"July 3, 2007",0,0,0.21,<,10
"July 2, 2007",0,0.21,0.21,<,10
"July 1, 2007",0.21,0.21,0.21,<,10
"June 30, 2007",0,0,0.02,,52
"June 29, 2007",0,0.02,0.02,,15
"June 28, 2007",0.02,0.02,0.02,,15
"June 27, 2007",0,0,0,,20
"June 26, 2007",0,0,0,<,10
"June 25, 2007",0,0,0,,10
"June 24, 2007",0,0,0.03,,20
"June 23, 2007",0,0.03,0.12,<,10
"June 22, 2007",0.03,0.12,0.28,<,2
"June 21, 2007",0.09,0.25,0.25,<,2
"June 20, 2007",0.16,0.16,0.16,,41
"June 19, 2007",0,0,0.02,<,10
"June 18, 2007",0,0.02,0.02,<,10
"June 15, 2007",0,0,0,,2
"June 14, 2007",0,0,0.07,,4
"June 7, 2007",0,0,0,,2
"May 31, 2007",0,0,0,<,2
"May 24, 2007",0,0,0,,2
"September 4, 2006",0,0.25,0.25,<,5
"September 3, 2006",0.25,0.25,0.25,,100
"September 2, 2006",0,0,0,,35
"September 1, 2006",0,0,0,,20
"August 31, 2006",0,0,0.14,,7
"August 30, 2006",0,0.14,0.25,,5
"August 29, 2006",0.14,0.25,0.65,,50
"August 28, 2006",0.11,0.51,0.51,<,5
"August 27, 2006",0.4,0.4,1.24,,5
"August 26, 2006",0,0.84,0.85,<,10
"August 25, 2006",0.84,0.85,0.85,,12
"August 24, 2006",0.01,0.01,0.01,,2
"August 23, 2006",0,0,0,<,5
"August 22, 2006",0,0,0.8,<,5
"August 21, 2006",0,0.8,0.8,<,10
"August 20, 2006",0.8,0.8,0.8,,90
"August 19, 2006",0,0,0,,30
"August 18, 2006",0,0,0,,8
"August 17, 2006",0,0,0.53,<,2
"August 16, 2006",0,0.53,0.53,<,10
"August 15, 2006",0.53,0.53,0.53,,20
"August 14, 2006",0,0,0,<,5
"August 13, 2006",0,0,0,<,5
"August 12, 2006",0,0,0,<,5
"August 11, 2006",0,0,0,,2
"August 10, 2006",0,0,0,,2
"August 9, 2006",0,0,0.04,,5
"August 8, 2006",0,0.04,0.04,<,5
"August 7, 2006",0.04,0.04,0.04,<,5
"August 6, 2006",0,0,0.31,,5
"August 5, 2006",0,0.31,0.31,,5
"August 4, 2006",0.31,0.31,0.31,<,2
"August 3, 2006",0,0,0.02,<,2
"August 2, 2006",0,0.02,0.02,<,5
"August 1, 2006",0.02,0.02,0.02,<,5
"July 31, 2006",0,0,0,,5
"July 30, 2006",0,0,0.29,<,5
"July 29, 2006",0,0.29,0.29,,5
"July 28, 2006",0.29,0.29,0.29,,35
"July 27, 2006",0,0,0,,2
"July 26, 2006",0,0,0,<,5
"July 25, 2006",0,0,0.11,,50
"July 24, 2006",0,0.11,0.23,<,5
"July 23, 2006",0.11,0.23,1.52,,10
"July 22, 2006",0.12,1.41,1.41,,20
"July 21, 2006",1.29,1.29,1.48,,12
"July 20, 2006",0,0.19,0.41,,26
"July 19, 2006",0.19,0.41,0.41,,30
"July 18, 2006",0.22,0.22,0.22,<,5
"July 17, 2006",0,0,0,<,5
"July 16, 2006",0,0,0,,25
"July 15, 2006",0,0,0.17,<,5
"July 14, 2006",0,0.17,1.19,,64
"July 13, 2006",0.17,1.19,1.21,,37
"July 12, 2006",1.02,1.04,1.04,<,5
"July 11, 2006",0.02,0.02,0.02,,5
"July 10, 2006",0,0,0,,5
"July 9, 2006",0,0,0,,5
"July 8, 2006",0,0,0.15,<,5
"July 7, 2006",0,0.15,0.15,,37
"July 6, 2006",0.15,0.15,0.15,,16
"July 5, 2006",0,0,0,<,5
"July 4, 2006",0,0,0,<,5
"July 3, 2006",0,0,0,<,5
"July 2, 2006",0,0,0.13,,35
"July 1, 2006",0,0.13,0.13,<,5
"June 29, 2006",0,0.05,0.05,,14
"June 27, 2006",0,0,0.95,,22
"June 22, 2006",0,0,0.37,,22
"June 15, 2006",0.1,0.1,0.1,,20
"June 12, 2006",0,0,0.43,,4
"June 5, 2006",0,0.3,2.21,,12
"June 1, 2006",0.12,0.12,0.12,,2
"September 2, 2005",0,0.19,0.22,,2
"August 25, 2005",0,0,0,<,2
"August 21, 2005",0.02,0.02,0.02,,150
"August 20, 2005",0,0,0,,5
"August 18, 2005",0,0,0,,8
"August 17, 2005",0,0,0.13,,5
"August 16, 2005",0,0.13,0.73,,25
"August 15, 2005",0.13,0.73,0.8,<,10
"August 14, 2005",0.6,0.67,0.67,<,5
"August 13, 2005",0.07,0.07,0.3,,1000
"August 12, 2005",0,0.23,0.23,,6
"August 10, 2005",0,0.02,0.02,,40
"August 8, 2005",0,0,0,,25
"August 7, 2005",0,0,0.55,,80
"August 6, 2005",0,0.55,0.55,,40
"August 4, 2005",0,0,0.01,,4
"August 3, 2005",0,0.01,0.57,,5
"August 2, 2005",0.01,0.57,0.57,,70
"August 1, 2005",0.56,0.56,0.56,<,5
"July 31, 2005",0,0,0,<,5
"July 30, 2005",0,0,0,,5
"July 29, 2005",0,0,0,<,2
"July 28, 2005",0,0,0,,2
"July 27, 2005",0,0,0,,5
"July 26, 2005",0,0,0,,5
"July 25, 2005",0,0,0,,105
"July 24, 2005",0,0,0.15,<,5
"July 23, 2005",0,0.15,0.15,,5
"July 22, 2005",0.15,0.15,0.15,,2
"July 21, 2005",0,0,0,,5
"July 20, 2005",0,0,0.03,<,5
"July 19, 2005",0,0.03,0.03,,5
"July 18, 2005",0.03,0.03,0.03,,10
"July 17, 2005",0,0,0,,615
"July 16, 2005",0,0,0,,50
"July 15, 2005",0,0,0,<,2
"July 13, 2005",0,0,0,,25
"July 12, 2005",0,0,0,,5
"July 11, 2005",0,0,0.2,<,5
"July 10, 2005",0,0.2,1.15,,5
"July 9, 2005",0.2,1.15,1.15,,40
"July 6, 2005",2.04,2.04,2.04,,440
"July 5, 2005",0,0,0,<,5
"July 4, 2005",0,0,0,,10
"July 3, 2005",0,0,0,<,5
"July 2, 2005",0,0,0,,45
"July 1, 2005",0,0,0,,62
"June 30, 2005",0,0,0,<,2
"June 24, 2005",0,0,0.03,,2
"June 23, 2005",0,0.03,0.03,<,2
"June 17, 2005",0.01,0.14,0.2,,4
"June 16, 2005",0.13,0.19,0.19,,8
"September 3, 2004",0,0,0,,2
"September 2, 2004",0,0,0.17,,8
"August 27, 2004",0,0,0,,2
"August 26, 2004",0,0,0,,2
"August 21, 2004",1.05,1.16,1.16,,15
"August 20, 2004",0.11,0.11,0.11,<,2
"August 19, 2004",0,0,0.03,,4
"August 18, 2004",0,0.03,0.16,,25
"August 17, 2004",0.03,0.16,1.17,,5
"August 16, 2004",0.13,1.14,1.15,<,5
"August 15, 2004",1.01,1.02,1.82,,25
"August 14, 2004",0.01,0.81,1.36,<,5
"August 13, 2004",0.8,1.35,1.35,,32
"August 12, 2004",0.55,0.55,0.55,,2
"August 11, 2004",0,0,0,<,5
"August 10, 2004",0,0,0,,5
"August 9, 2004",0,0,0,<,5
"August 8, 2004",0,0,0,,10
"August 7, 2004",0,0,0.34,,5
"August 6, 2004",0,0.34,0.34,,11
"August 5, 2004",0.34,0.34,0.34,,20
"August 4, 2004",0,0,0,<,5
"August 3, 2004",0,0,0,<,5
"August 2, 2004",0,0,0,,10
"August 1, 2004",0,0,0,<,5
"July 31, 2004",0,0,0,,15
"July 30, 2004",0,0,0.21,,4
"July 29, 2004",0,0.21,0.27,,10
"July 28, 2004",0.21,0.27,0.27,,5
"July 27, 2004",0.06,0.06,0.06,<,5
"July 26, 2004",0,0,1.2,,5
"July 25, 2004",0,1.2,1.2,,5
"July 24, 2004",1.2,1.2,1.2,,10
"July 23, 2004",0,0,0,,6
"July 22, 2004",0,0,0,,4
"July 21, 2004",0,0,0.04,<,5
"July 20, 2004",0,0.04,0.04,<,5
"July 19, 2004",0.04,0.04,0.04,<,5
"July 18, 2004",0,0,0,<,5
"July 17, 2004",0,0,0,,5
"July 16, 2004",0,0,0.44,,6
"July 15, 2004",0,0.44,0.61,,14
"July 14, 2004",0.44,0.61,0.61,,20
"July 13, 2004",0.17,0.17,0.17,<,5
"July 12, 2004",0,0,0,<,5
"July 11, 2004",0,0,0,<,5
"July 10, 2004",0,0,0.06,<,5
"July 9, 2004",0,0.06,0.06,<,2
"July 8, 2004",0.06,0.06,0.06,,2
"July 7, 2004",0,0,0.88,,5
"July 6, 2004",0,0.88,0.88,,70
"July 5, 2004",0.88,0.88,0.88,,30
"July 2, 2004",0.7,0.81,0.81,,30
"July 1, 2004",0.11,0.11,0.15,,16
"June 25, 2004",0.2,0.2,0.2,,27
"June 24, 2004",0,0,0,,2
"June 18, 2004",0.09,0.1,0.1,,2
"June 17, 2004",0.01,0.01,0.01,,12
"November 1, 2003",0,0,0,<,10
"October 31, 2003",0,0,1.49,,20
"October 18, 2003",0.05,0.06,0.06,,10
"October 17, 2003",0.01,0.01,1.41,,20
"August 29, 2003",0,0,0,,10
"August 28, 2003",0,0,0,,10
"August 23, 2003",0,0.07,0.07,,15
"August 22, 2003",0.07,0.07,0.07,,5
"August 21, 2003",0,0,0,,44
"August 20, 2003",0,0,0,<,5
"August 19, 2003",0,0,0.03,<,5
"August 18, 2003",0,0.03,0.03,<,5
"August 17, 2003",0.03,0.03,0.03,,20
"August 16, 2003",0,0,0,,5
"August 15, 2003",0,0,0.05,,18
"August 14, 2003",0,0.05,0.09,,162
"August 13, 2003",0.05,0.09,0.09,,700
"August 12, 2003",0.04,0.04,0.25,,95
"August 11, 2003",0,0.21,0.22,<,5
"August 10, 2003",0.21,0.22,1.11,<,5
"August 9, 2003",0.01,0.9,1.25,<,5
"August 8, 2003",0.89,1.24,1.24,,40
"August 7, 2003",0.35,0.35,0.36,,4
"August 6, 2003",0,0.01,0.25,,5
"August 5, 2003",0.01,0.25,0.41,,30
"August 4, 2003",0.24,0.4,0.45,,10
"August 3, 2003",0.16,0.21,1.06,,30
"August 2, 2003",0.05,0.9,0.9,<,5
"August 1, 2003",0.85,0.85,0.85,,32
"July 31, 2003",0,0,0,,12
"July 30, 2003",0,0,0,<,5
"July 29, 2003",0,0,0,,20
"July 28, 2003",0,0,0,<,5
"July 26, 2003",0,0,0.23,<,5
"July 25, 2003",0,0.23,0.86,,30
"July 24, 2003",0.23,0.86,1.18,,20
"July 23, 2003",0.63,0.95,0.95,,40
"July 22, 2003",0.32,0.32,0.32,<,5
"July 21, 2003",0,0,0.43,,10
"July 20, 2003",0,0.43,0.6,<,5
"July 19, 2003",0.43,0.6,0.6,,10
"July 18, 2003",0.17,0.17,0.19,,34
"July 17, 2003",0,0.02,0.02,,2
"July 16, 2003",0.02,0.02,0.02,,50
"July 15, 2003",0,0,0,,15
"July 14, 2003",0,0,0,,5
"July 13, 2003",0,0,0.21,,20
"July 12, 2003",0,0.21,0.21,,10
"July 11, 2003",0.21,0.21,0.31,,4
"July 10, 2003",0,0.1,0.1,,8
"July 9, 2003",0.1,0.1,0.1,<,5
"July 8, 2003",0,0,0,,5
"July 7, 2003",0,0,0,,5
"July 2, 2003",0,0,0,,20
"July 1, 2003",0,0,0,,74
"June 27, 2003",0,0,0,,66
"June 26, 2003",0,0,0,,60
"June 24, 2003",0,0.03,1.79,,270
"June 20, 2003",0,0,0.16,,122
"September 19, 2002",0,0,0,,40
"September 12, 2002",0,0,0,,44
"September 5, 2002",0,0.35,0.74,,14
"August 30, 2002",0.05,0.89,0.89,,14
"August 29, 2002",0.84,0.84,0.84,,10
"August 23, 2002",0.02,0.49,0.49,,6
"August 22, 2002",0.47,0.47,0.81,<,2
"August 21, 2002",0,0.34,0.34,<,5
"August 20, 2002",0.34,0.34,0.34,<,5
"August 19, 2002",0,0,0,<,5
"August 18, 2002",0,0,0.02,<,5
"August 17, 2002",0,0.02,0.02,<,5
"August 16, 2002",0.02,0.02,0.02,<,2
"August 15, 2002",0,0,0,<,2
"August 14, 2002",0,0,0,,10
"August 13, 2002",0,0,0,<,5
"August 12, 2002",0,0,0,<,5
"August 11, 2002",0,0,0,<,5
"August 10, 2002",0,0,0,<,5
"August 9, 2002",0,0,0,<,2
"August 8, 2002",0,0,0,,2
"August 7, 2002",0,0,0,<,5
"August 6, 2002",0,0,0,,5
"August 5, 2002",0,0,0,,20
"August 4, 2002",0,0,0.11,<,5
"August 3, 2002",0,0.11,0.11,<,5
"August 2, 2002",0.11,0.11,0.11,,2
"August 1, 2002",0,0,0,,2
"July 31, 2002",0,0,0,<,5
"July 30, 2002",0,0,0.02,<,5
"July 29, 2002",0,0.02,0.09,,5
"July 28, 2002",0.02,0.09,0.09,,10
"July 27, 2002",0.07,0.07,0.07,,10
"July 26, 2002",0,0,0,,62
"July 25, 2002",0,0,0.46,,2
"July 24, 2002",0,0.46,0.46,<,5
"July 23, 2002",0.46,0.46,0.46,<,5
"July 22, 2002",0,0,0,<,5
"July 21, 2002",0,0,0.2,,5
"July 20, 2002",0,0.2,0.2,<,5
"July 19, 2002",0.2,0.2,0.2,,24
"July 18, 2002",0,0,0,,28
"July 17, 2002",0,0,0.05,<,5
"July 16, 2002",0,0.05,0.05,,65
"July 15, 2002",0.05,0.05,0.05,,5
"July 14, 2002",0,0,0,<,5
"July 13, 2002",0,0,0,<,5
"July 12, 2002",0,0,0.01,,78
"July 11, 2002",0,0.01,0.62,,88
"July 10, 2002",0.01,0.62,0.62,<,5
"July 9, 2002",0.61,0.61,0.61,<,5
"July 8, 2002",0,0,0,<,5
"July 7, 2002",0,0,0,<,5
"July 6, 2002",0,0,0,<,5
"July 5, 2002",0,0,0,,4
"July 3, 2002",0,0,0,<,5
"July 2, 2002",0,0,0,<,5
"July 1, 2002",0,0,0,<,5
"June 28, 2002",0.01,1.33,1.33,,12
"June 27, 2002",1.32,1.32,1.32,,20
"June 20, 2002",0,0.02,0.02,,2
"June 6, 2002",0.79,1.02,1.02,,6
"May 16, 2002",0,0,0.3,,5
"May 15, 2002",0,0.3,1.86,,35
"May 5, 2002",0,0,0.07,,10
"May 4, 2002",0,0.07,0.59,<,5
"September 20, 2001",0.01,0.01,0.01,,130
"September 13, 2001",0.05,0.05,0.05,,4
"September 6, 2001",0,0,0.1,,2
"September 3, 2001",0,0,0.02,,15
"September 2, 2001",0,0.02,0.02,,15
"September 1, 2001",0.02,0.02,0.02,,10
"August 31, 2001",0,0,0,,4
"August 30, 2001",0,0,0,,12
"August 29, 2001",0,0,0.1,<,5
"August 28, 2001",0,0.1,0.1,,10
"August 27, 2001",0.1,0.1,0.1,<,5
"August 26, 2001",0,0,0,,25
"August 25, 2001",0,0,0,,10
"August 24, 2001",0,0,0,,124
"August 22, 2001",0,0,0.3,,5
"August 21, 2001",0,0.3,0.3,<,5
"August 20, 2001",0.3,0.3,0.3,,275
"August 19, 2001",0,0,0.17,,60
"August 18, 2001",0,0.17,0.17,,15
"August 17, 2001",0.17,0.17,0.17,,74
"August 16, 2001",0,0,0,,82
"August 15, 2001",0,0,0.36,,5
"August 14, 2001",0,0.36,1.48,,45
"August 13, 2001",0.36,1.48,1.48,<,5
"August 12, 2001",1.12,1.12,1.6,,345
"August 11, 2001",0,0.48,0.48,,25
"August 10, 2001",0.48,0.48,0.48,,100
"August 9, 2001",0,0,0,,2
"August 8, 2001",0,0,0,,5
"August 7, 2001",0,0,0,<,5
"August 6, 2001",0,0,0.04,,5
"August 5, 2001",0,0.04,1.61,,130
"August 4, 2001",0.04,1.61,1.61,,50
"August 3, 2001",1.57,1.57,1.57,,4
"August 2, 2001",0,0,0,,58
"August 1, 2001",0,0,0,,15
"July 31, 2001",0,0,0,<,5
"July 30, 2001",0,0,0,,5
"July 29, 2001",0,0,0,,5
"July 28, 2001",0,0,0.21,,15
"July 27, 2001",0,0.21,0.21,,8
"July 26, 2001",0.21,0.21,0.21,,8
"July 25, 2001",0,0,0,<,5
"July 24, 2001",0,0,0,<,5
"July 23, 2001",0,0,0,,1230
"July 22, 2001",0,0,0,,10
"July 21, 2001",0,0,0,,10
"July 20, 2001",0,0,0,,10
"July 19, 2001",0,0,0.3,,2
"July 18, 2001",0,0.3,0.3,,5
"July 17, 2001",0.3,0.3,0.3,,15
"July 16, 2001",0,0,0,<,5
"July 15, 2001",0,0,0,<,5
"July 14, 2001",0,0,0.02,<,5
"July 13, 2001",0,0.02,0.03,,2
"July 12, 2001",0.02,0.03,0.24,<,2
"July 11, 2001",0.01,0.22,0.22,<,5
"July 10, 2001",0.21,0.21,0.3,,5
"July 9, 2001",0,0.09,0.09,<,5
"July 8, 2001",0.09,0.09,0.09,<,5
"July 7, 2001",0,0,0.62,<,5
"July 6, 2001",0,0.62,0.62,<,2
"July 5, 2001",0.62,0.62,0.62,<,2
"July 4, 2001",0,0,0,<,5
"July 3, 2001",0,0,0.67,<,5
"July 2, 2001",0,0.67,1.64,,10
"July 1, 2001",0.67,1.64,1.64,<,5
"June 30, 2001",0.97,0.97,0.97,<,5
"June 29, 2001",0,0,0,<,2
"June 28, 2001",0,0,0,<,2
"June 27, 2001",0,0,0,,20
"June 26, 2001",0,0,0.04,<,10
"June 25, 2001",0,0.04,0.46,<,10
"June 24, 2001",0.04,0.46,0.46,<,10
"June 23, 2001",0.42,0.42,0.42,<,10
"June 22, 2001",0,0,0.32,,16
"June 21, 2001",0,0.32,0.32,,30
"June 14, 2001",0,0,0.12,,2
"June 7, 2001",0,0,0,<,2
"May 31, 2001",0,0.01,0.01,<,2
"May 24, 2001",0.34,0.37,0.86,,2
