"City Point Beach, South Boston: Bacterial Water Quality",,,,,
,,,,City Point at Farragut Road,
"June 4, 2008",0.56,0.56,0.56,,6
"May 28, 2008",0,0.99,0.99,,8
"May 22, 2008",0.33,0.33,0.33,<,2
"September 1, 2007",0,0.01,0.01,<,2
"August 31, 2007",0.01,0.01,0.01,,4
"August 30, 2007",0,0,0,,113
"August 29, 2007",0,0,0,<,10
"August 28, 2007",0,0,0,,20
"August 27, 2007",0,0,0,<,10
"August 26, 2007",0,0,0,,10
"August 25, 2007",0,0,0,<,10
"August 24, 2007",0,0,0,,12
"August 23, 2007",0,0,0,,4
"August 22, 2007",0,0,0,,10
"August 21, 2007",0,0,0,<,10
"August 20, 2007",0,0,0.04,<,10
"August 19, 2007",0,0.04,0.04,<,10
"August 18, 2007",0.04,0.04,0.04,<,10
"August 17, 2007",0,0,0,,4
"August 16, 2007",0,0,0,,2
"August 15, 2007",0,0,0,,10
"August 14, 2007",0,0,0,<,10
"August 13, 2007",0,0,0,<,10
"August 12, 2007",0,0,0.09,<,10
"August 11, 2007",0,0.09,0.09,<,10
"August 10, 2007",0.09,0.09,0.37,,70
"August 9, 2007",0,0.28,0.28,<,2
"August 8, 2007",0.28,0.28,0.52,,31
"August 7, 2007",0,0.24,0.24,,10
"August 6, 2007",0.24,0.24,0.24,,20
"August 5, 2007",0,0,0,<,10
"August 4, 2007",0,0,0,<,10
"August 3, 2007",0,0,0,,4
"August 2, 2007",0,0,0,,6
"August 1, 2007",0,0,1.72,,41
"July 31, 2007",0,1.72,1.72,,20
"July 30, 2007",1.72,1.72,4.04,,52
"July 29, 2007",0,2.32,2.32,<,10
"July 28, 2007",2.32,2.32,2.32,,30
"July 27, 2007",0,0,0,,4
"July 26, 2007",0,0,0,,2
"July 25, 2007",0,0,0.06,<,10
"July 24, 2007",0,0.06,0.06,<,10
"July 23, 2007",0.06,0.06,0.06,<,10
"July 22, 2007",0,0,0.01,<,10
"July 21, 2007",0,0.01,0.12,<,10
"July 20, 2007",0.01,0.12,0.29,,4
"July 19, 2007",0.11,0.28,0.28,<,2
"July 18, 2007",0.17,0.17,0.17,,10
"July 17, 2007",0,0,0,<,10
"July 16, 2007",0,0,0,<,10
"July 15, 2007",0,0,0,<,10
"July 14, 2007",0,0,0.05,,10
"July 13, 2007",0,0.05,0.05,<,2
"July 12, 2007",0.05,0.05,0.05,,8
"July 11, 2007",0,0,0.23,<,10
"July 10, 2007",0,0.23,0.25,<,10
"July 9, 2007",0.23,0.25,0.25,,158
"July 8, 2007",0.02,0.02,0.02,<,10
"July 7, 2007",0,0,0.31,<,10
"July 6, 2007",0,0.31,0.36,,59
"July 5, 2007",0.31,0.36,0.36,,18
"July 4, 2007",0.05,0.05,0.05,<,10
"July 3, 2007",0,0,0.21,<,10
"July 2, 2007",0,0.21,0.21,,41
"July 1, 2007",0.21,0.21,0.21,<,10
"June 30, 2007",0,0,0.02,<,10
"June 29, 2007",0,0.02,0.02,,4
"June 28, 2007",0.02,0.02,0.02,<,2
"June 27, 2007",0,0,0,,20
"June 26, 2007",0,0,0,<,10
"June 25, 2007",0,0,0,<,10
"June 24, 2007",0,0,0.03,<,10
"June 23, 2007",0,0.03,0.12,<,10
"June 22, 2007",0.03,0.12,0.28,<,2
"June 21, 2007",0.09,0.25,0.25,<,2
"June 20, 2007",0.16,0.16,0.16,<,10
"June 19, 2007",0,0,0.02,<,10
"June 18, 2007",0,0.02,0.02,<,10
"June 15, 2007",0,0,0,<,2
"June 14, 2007",0,0,0.07,<,2
"June 7, 2007",0,0,0,,2
"May 31, 2007",0,0,0,,2
"May 24, 2007",0,0,0,,5
"September 4, 2006",0,0.25,0.25,,10
"September 3, 2006",0.25,0.25,0.25,,420
"September 2, 2006",0,0,0,,480
"September 1, 2006",0,0,0,,35
"August 31, 2006",0,0,0.14,,2
"August 30, 2006",0,0.14,0.25,<,5
"August 29, 2006",0.14,0.25,0.65,<,10
"August 28, 2006",0.11,0.51,0.51,<,5
"August 27, 2006",0.4,0.4,1.24,,10
"August 26, 2006",0,0.84,0.85,<,10
"August 25, 2006",0.84,0.85,0.85,,12
"August 24, 2006",0.01,0.01,0.01,,2
"August 23, 2006",0,0,0,<,5
"August 22, 2006",0,0,0.8,<,5
"August 21, 2006",0,0.8,0.8,<,10
"August 20, 2006",0.8,0.8,0.8,,340
"August 19, 2006",0,0,0,,5
"August 18, 2006",0,0,0,,10
"August 17, 2006",0,0,0.53,<,2
"August 16, 2006",0,0.53,0.53,<,10
"August 15, 2006",0.53,0.53,0.53,,290
"August 14, 2006",0,0,0,,10
"August 13, 2006",0,0,0,<,5
"August 12, 2006",0,0,0,<,5
"August 11, 2006",0,0,0,<,2
"August 10, 2006",0,0,0,,2
"August 9, 2006",0,0,0.04,<,5
"August 8, 2006",0,0.04,0.04,,5
"August 7, 2006",0.04,0.04,0.04,,5
"August 6, 2006",0,0,0.31,,5
"August 5, 2006",0,0.31,0.31,,5
"August 4, 2006",0.31,0.31,0.31,<,2
"August 3, 2006",0,0,0.02,,2
"August 2, 2006",0,0.02,0.02,<,5
"August 1, 2006",0.02,0.02,0.02,,5
"July 31, 2006",0,0,0,<,5
"July 30, 2006",0,0,0.29,,230
"July 29, 2006",0,0.29,0.29,,15
"July 28, 2006",0.29,0.29,0.29,,23
"July 27, 2006",0,0,0,,4
"July 26, 2006",0,0,0,<,5
"July 25, 2006",0,0,0.11,<,5
"July 24, 2006",0,0.11,0.23,,15
"July 23, 2006",0.11,0.23,1.52,,5
"July 22, 2006",0.12,1.41,1.41,,20
"July 21, 2006",1.29,1.29,1.48,,12
"July 20, 2006",0,0.19,0.41,,4
"July 19, 2006",0.19,0.41,0.41,,55
"July 18, 2006",0.22,0.22,0.22,<,5
"July 17, 2006",0,0,0,<,5
"July 16, 2006",0,0,0,,5
"July 15, 2006",0,0,0.17,,10
"July 14, 2006",0,0.17,1.19,,65
"July 13, 2006",0.17,1.19,1.21,,25
"July 12, 2006",1.02,1.04,1.04,<,5
"July 11, 2006",0.02,0.02,0.02,,40
"July 10, 2006",0,0,0,<,5
"July 9, 2006",0,0,0,<,5
"July 8, 2006",0,0,0.15,<,5
"July 7, 2006",0,0.15,0.15,,22
"July 6, 2006",0.15,0.15,0.15,,13
"July 5, 2006",0,0,0,<,5
"July 4, 2006",0,0,0,,20
"July 3, 2006",0,0,0,,25
"July 2, 2006",0,0,0.13,,175
"July 1, 2006",0,0.13,0.13,<,5
"June 29, 2006",0,0.05,0.05,,55
"June 27, 2006",0,0,0.95,,16
"June 22, 2006",0,0,0.37,,2
"June 15, 2006",0.1,0.1,0.1,,14
"June 12, 2006",0,0,0.43,,10
"June 5, 2006",0,0.3,2.21,,19
"June 1, 2006",0.12,0.12,0.12,,4
"September 2, 2005",0,0.19,0.22,,8
"August 25, 2005",0,0,0,,2
"August 21, 2005",0.02,0.02,0.02,<,5
"August 20, 2005",0,0,0,,5
"August 18, 2005",0,0,0,,2
"August 17, 2005",0,0,0.13,,20
"August 16, 2005",0,0.13,0.73,<,5
"August 15, 2005",0.13,0.73,0.8,,300
"August 14, 2005",0.6,0.67,0.67,,35
"August 13, 2005",0.07,0.07,0.3,,5
"August 12, 2005",0,0.23,0.23,,2
"August 10, 2005",0,0.02,0.02,<,5
"August 9, 2005",0.02,0.02,0.02,,15
"August 8, 2005",0,0,0,<,5
"August 7, 2005",0,0,0.55,<,5
"August 6, 2005",0,0.55,0.55,<,5
"August 4, 2005",0,0,0.01,,4
"August 3, 2005",0,0.01,0.57,,5
"August 2, 2005",0.01,0.57,0.57,<,5
"August 1, 2005",0.56,0.56,0.56,<,5
"July 31, 2005",0,0,0,,5
"July 30, 2005",0,0,0,<,5
"July 29, 2005",0,0,0,,2
"July 28, 2005",0,0,0,<,2
"July 27, 2005",0,0,0,,5
"July 26, 2005",0,0,0,<,5
"July 25, 2005",0,0,0,<,5
"July 24, 2005",0,0,0.15,,5
"July 23, 2005",0,0.15,0.15,,30
"July 22, 2005",0.15,0.15,0.15,,12
"July 21, 2005",0,0,0,,22
"July 20, 2005",0,0,0.03,<,5
"July 19, 2005",0,0.03,0.03,<,5
"July 18, 2005",0.03,0.03,0.03,<,5
"July 17, 2005",0,0,0,,5
"July 16, 2005",0,0,0,<,5
"July 15, 2005",0,0,0,<,2
"July 13, 2005",0,0,0,,9750
"July 12, 2005",0,0,0,<,5
"July 11, 2005",0,0,0.2,,5
"July 10, 2005",0,0.2,1.15,<,5
"July 9, 2005",0.2,1.15,1.15,<,10
"July 6, 2005",2.04,2.04,2.04,<,5
"July 5, 2005",0,0,0,<,5
"July 4, 2005",0,0,0,<,5
"July 3, 2005",0,0,0,<,5
"July 2, 2005",0,0,0,<,5
"July 1, 2005",0,0,0,,51
"June 30, 2005",0,0,0,<,2
"June 24, 2005",0,0,0.03,,4
"June 23, 2005",0,0.03,0.03,,16
"June 17, 2005",0.01,0.14,0.2,<,2
"June 16, 2005",0.13,0.19,0.19,<,2
"September 3, 2004",0,0,0,<,2
"September 2, 2004",0,0,0.17,,2
"August 27, 2004",0,0,0,<,2
"August 26, 2004",0,0,0,,2
"August 21, 2004",1.05,1.16,1.16,<,5
"August 20, 2004",0.11,0.11,0.11,,2
"August 19, 2004",0,0,0.03,,10
"August 18, 2004",0,0.03,0.16,<,5
"August 17, 2004",0.03,0.16,1.17,<,5
"August 16, 2004",0.13,1.14,1.15,<,5
"August 15, 2004",1.01,1.02,1.82,,20
"August 14, 2004",0.01,0.81,1.36,,5
"August 13, 2004",0.8,1.35,1.35,,22
"August 12, 2004",0.55,0.55,0.55,<,2
"August 11, 2004",0,0,0,,10
"August 10, 2004",0,0,0,,50
"August 9, 2004",0,0,0,<,5
"August 8, 2004",0,0,0,<,5
"August 7, 2004",0,0,0.34,<,5
"August 6, 2004",0,0.34,0.34,<,2
"August 5, 2004",0.34,0.34,0.34,,6
"August 4, 2004",0,0,0,,5
"August 3, 2004",0,0,0,,20
"August 2, 2004",0,0,0,<,5
"August 1, 2004",0,0,0,<,5
"July 31, 2004",0,0,0,,5
"July 30, 2004",0,0,0.21,,125
"July 29, 2004",0,0.21,0.27,,6
"July 28, 2004",0.21,0.27,0.27,,15
"July 27, 2004",0.06,0.06,0.06,,15
"July 26, 2004",0,0,1.2,<,5
"July 25, 2004",0,1.2,1.2,,5
"July 23, 2004",0,0,0,,18
"July 22, 2004",0,0,0,,30
"July 21, 2004",0,0,0.04,<,5
"July 20, 2004",0,0.04,0.04,<,5
"July 19, 2004",0.04,0.04,0.04,,10
"July 18, 2004",0,0,0,<,5
"July 17, 2004",0,0,0,<,5
"July 15, 2004",0,0.44,0.61,,22
"July 14, 2004",0.44,0.61,0.61,,5
"July 13, 2004",0.17,0.17,0.17,,10
"July 12, 2004",0,0,0,,10
"July 11, 2004",0,0,0,<,5
"July 10, 2004",0,0,0.06,,5
"July 9, 2004",0,0.06,0.06,,4
"July 8, 2004",0.06,0.06,0.06,,95
"July 7, 2004",0,0,0.88,,10
"July 6, 2004",0,0.88,0.88,,45
"July 5, 2004",0.88,0.88,0.88,,5
"July 2, 2004",0.7,0.81,0.81,,40
"July 1, 2004",0.11,0.11,0.15,,44
"June 25, 2004",0.2,0.2,0.2,,22
"June 24, 2004",0,0,0,,2
"June 18, 2004",0.09,0.1,0.1,,6
"June 17, 2004",0.01,0.01,0.01,,8
"August 29, 2003",0,0,0,,13
"August 28, 2003",0,0,0,<,2
"August 23, 2003",0,0.07,0.07,,60
"August 22, 2003",0.07,0.07,0.07,,5
"August 21, 2003",0,0,0,,5
"August 20, 2003",0,0,0,<,5
"August 19, 2003",0,0,0.03,<,5
"August 18, 2003",0,0.03,0.03,,5
"August 17, 2003",0.03,0.03,0.03,<,5
"August 16, 2003",0,0,0,<,5
"August 15, 2003",0,0,0.05,,34
"August 14, 2003",0,0.05,0.09,,108
"August 13, 2003",0.05,0.09,0.09,<,5
"August 12, 2003",0.04,0.04,0.25,,10
"August 11, 2003",0,0.21,0.22,<,5
"August 10, 2003",0.21,0.22,1.11,,5
"August 9, 2003",0.01,0.9,1.25,,5
"August 8, 2003",0.89,1.24,1.24,,26
"August 7, 2003",0.35,0.35,0.36,,10
"August 6, 2003",0,0.01,0.25,,5
"August 5, 2003",0.01,0.25,0.41,,10
"August 4, 2003",0.24,0.4,0.45,,5
"August 3, 2003",0.16,0.21,1.06,<,5
"August 2, 2003",0.05,0.9,0.9,,15
"August 1, 2003",0.85,0.85,0.85,,8
"July 31, 2003",0,0,0,,16
"July 30, 2003",0,0,0,,5
"July 29, 2003",0,0,0,,15
"July 28, 2003",0,0,0,,15
"July 27, 2003",0,0,0,<,5
"July 26, 2003",0,0,0.23,,15
"July 25, 2003",0,0.23,0.86,,78
"July 24, 2003",0.23,0.86,1.18,,360
"July 23, 2003",0.63,0.95,0.95,,25
"July 21, 2003",0,0,0.43,<,5
"July 20, 2003",0,0.43,0.6,<,5
"July 19, 2003",0.43,0.6,0.6,<,5
"July 18, 2003",0.17,0.17,0.19,,30
"July 17, 2003",0,0.02,0.02,,10
"July 16, 2003",0.02,0.02,0.02,,30
"July 15, 2003",0,0,0,<,5
"July 14, 2003",0,0,0,<,5
"July 13, 2003",0,0,0.21,,5
"July 12, 2003",0,0.21,0.21,<,5
"July 11, 2003",0.21,0.21,0.31,<,2
"July 10, 2003",0,0.1,0.1,,4
"July 9, 2003",0.1,0.1,0.1,,10
"July 8, 2003",0,0,0,<,5
"July 7, 2003",0,0,0,,45
"July 2, 2003",0,0,0,,26
"July 1, 2003",0,0,0,,60
"June 27, 2003",0,0,0,,60
"June 26, 2003",0,0,0,,350
"June 24, 2003",0,0.03,1.79,,310
"June 20, 2003",0,0,0.16,,130
"September 19, 2002",0,0,0,,38
"September 12, 2002",0,0,0,,38
"September 5, 2002",0,0.35,0.74,,12
"August 30, 2002",0.05,0.89,0.89,,12
"August 29, 2002",0.84,0.84,0.84,<,2
"August 23, 2002",0.02,0.49,0.49,,12
"August 22, 2002",0.47,0.47,0.81,<,2
"August 21, 2002",0,0.34,0.34,,30
"August 20, 2002",0.34,0.34,0.34,,15
"August 19, 2002",0,0,0,<,5
"August 18, 2002",0,0,0.02,<,5
"August 17, 2002",0,0.02,0.02,<,5
"August 16, 2002",0.02,0.02,0.02,,26
"August 15, 2002",0,0,0,,6
"August 14, 2002",0,0,0,,10
"August 13, 2002",0,0,0,<,5
"August 12, 2002",0,0,0,<,5
"August 11, 2002",0,0,0,,20
"August 10, 2002",0,0,0,<,5
"August 9, 2002",0,0,0,<,2
"August 8, 2002",0,0,0,,2
"August 7, 2002",0,0,0,<,5
"August 6, 2002",0,0,0,,5
"August 5, 2002",0,0,0,<,5
"August 4, 2002",0,0,0.11,,5
"August 3, 2002",0,0.11,0.11,<,5
"August 2, 2002",0.11,0.11,0.11,,2
"August 1, 2002",0,0,0,,2
"July 31, 2002",0,0,0,,15
"July 30, 2002",0,0,0.02,<,5
"July 29, 2002",0,0.02,0.09,,45
"July 28, 2002",0.02,0.09,0.09,,20
"July 27, 2002",0.07,0.07,0.07,<,5
"July 26, 2002",0,0,0,,2
"July 25, 2002",0,0,0.46,<,2
"July 24, 2002",0,0.46,0.46,<,5
"July 23, 2002",0.46,0.46,0.46,,15
"July 22, 2002",0,0,0,<,5
"July 21, 2002",0,0,0.2,,5
"July 20, 2002",0,0.2,0.2,<,5
"July 19, 2002",0.2,0.2,0.2,,24
"July 18, 2002",0,0,0,,128
"July 17, 2002",0,0,0.05,,10
"July 16, 2002",0,0.05,0.05,,45
"July 15, 2002",0.05,0.05,0.05,,105
"July 14, 2002",0,0,0,<,5
"July 13, 2002",0,0,0,,15
"July 12, 2002",0,0,0.01,,18
"July 11, 2002",0,0.01,0.62,,18
"July 10, 2002",0.01,0.62,0.62,<,5
"July 9, 2002",0.61,0.61,0.61,<,5
"July 8, 2002",0,0,0,<,5
"July 7, 2002",0,0,0,<,5
"July 6, 2002",0,0,0,<,5
"July 5, 2002",0,0,0,,2
"July 3, 2002",0,0,0,,10
"July 2, 2002",0,0,0,<,5
"July 1, 2002",0,0,0,,15
"June 28, 2002",0.01,1.33,1.33,,40
"June 27, 2002",1.32,1.32,1.32,,26
"June 20, 2002",0,0.02,0.02,,4
"June 6, 2002",0.79,1.02,1.02,,26
