start_year,region_ind,incident_number,avrh_mean,wind_med,erc_med,rain_sum,region,state,incident_name,cause,dominant_strategy_25_s,dominant_strategy_50_s,dominant_strategy_75_s,subdom_strategy,start_date,controlled_date,duration,prim_threatened_aggregate,comm_threatened_aggregate,outb_threatened_aggregate,injuries_to_date_last,fatalities_last,latitude,longitude,start_day_of_year,control_year,control_day_of_year,gt_100,dom_strat_ind_75,dom_strat_ind_25,dom_strat_ind_50,station_verified_in_psa,hec,cause_ind,total_fire_region,total_fire_west
2007,6,CA-TCU-004493,40,3,51,0,California,CA,murray,H,Full Suppression,Full Suppression,Full Suppression,,5/25/2007,5/27/2007,3,0,0,0,0,0,38,-121,145,2007,147,1,0,0,0,43208,45,1,109,600
2008,6,CA-TCU-004644,45,8,2,0,California,CA,frymire,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,5/22/2008,5/24/2008,3,0,0,0,1,0,38,-121,143,2008,145,1,0,0,0,43613,71,1,106,473
2008,6,CA-MNF-000663,37,3,80,8,California,CA,yolla bolly complex,L,Full Suppression,Full Suppression,Other,Confine,6/21/2008,9/15/2008,87,116,0,202,0,0,40,-123,173,2008,259,1,1,0,0,41005,36420,0,106,473
2008,6,CA-MCP-002640,19,12,90,0,California,CA,november,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,10/8/2008,10/9/2008,2,0,0,0,0,0,33,-117,282,2008,283,1,0,0,0,45731,567,1,106,473
2008,6,CA-ANF-00000003833,23,8,104,0,California,CA,marek,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,10/12/2008,10/22/2008,11,5450,300,1200,1,0,34,-118,286,2008,296,1,0,0,0,45411,1953,0,106,473
2008,6,CA-WNP-1095,39,5,72,0,California,CA,whiskeytown complex,L,Full Suppression,Full Suppression,Other,Confine,6/21/2008,7/17/2008,27,180,92,117,1,0,41,-123,173,2008,199,1,1,0,0,40516,2599,0,106,473
2008,6,CA-SQF-000967,37,5,45,2,California,CA,clover,L,Full Suppression,Full Suppression,Other,,5/28/2008,7/15/2008,49,96,0,0,1,0,36,-118,149,2008,197,1,1,0,0,44722,6192,0,106,473
2008,6,CA-BDU-009873,33,6,52,0,California,CA,garnet,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/6/2008,9/7/2008,2,5,0,0,0,0,34,-117,250,2008,251,1,0,0,0,45109,48,0,106,473
2008,6,CA-SHF-001079,37,3,35,0,California,CA,alps complex,L,Full Suppression,Full Suppression,Other,Confine,6/21/2008,7/12/2008,22,58,0,12,0,0,41,-123,173,2008,194,1,1,0,0,40518,493,0,106,473
2008,6,CA-LNU-8342,32,8,88,0,California,CA,deer,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,10/10/2008,10/13/2008,4,45,2,0,1,0,39,-122,284,2008,287,1,0,0,0,42009,122,1,106,473
2008,6,CA-MNF-000579,60,9,2,0,California,CA,june abcd misc. complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,6/29/2008,9,110,0,150,0,0,40,-122,173,2008,181,1,0,0,0,41102,1215,0,106,473
2008,6,CA-LNU-4321,20,8,81,0,California,CA,pine,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/10/2008,6/13/2008,4,0,0,0,0,0,39,-123,162,2008,165,1,0,0,0,42010,349,0,106,473
2008,6,CA-KNP-0035,35,6,81,0,California,CA,hidden,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/10/2008,9/30/2008,21,0,6,0,2,0,37,-119,254,2008,274,1,0,0,0,44713,1485,0,106,473
2008,6,CA-LMU-2759,38,4,68,0,California,CA,corral,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/23/2008,7/9/2008,17,0,0,8,1,0,41,-121,175,2008,191,1,0,0,0,40730,5032,0,106,473
2008,6,CA-BDU-011764,8,12,124,0,California,CA,foxborough,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,10/22/2008,10/23/2008,2,0,0,0,0,0,34,-117,296,2008,297,1,0,0,0,45113,102,0,106,473
2008,6,CA-LMU-002934,35,17,17,0,California,CA,dixie,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/2/2008,7/4/2008,3,0,0,0,0,0,41,-121,184,2008,186,1,0,0,0,40630,142,0,106,473
2008,6,CA-FKU-05724,37,12,24,0,California,CA,gatos,N,Full Suppression,Full Suppression,Full Suppression,Full Suppression,5/22/2008,5/22/2008,1,0,0,0,0,0,36,-120,143,2008,143,1,0,0,0,44408,134,0,106,473
2008,6,CA-LPF-1778,61,5,22,0,California,CA,gap,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/1/2008,7/28/2008,28,13083,913,1928,13,0,34,-120,183,2008,210,1,0,0,0,45218,3822,0,106,473
2008,6,CA-MMU-008107,30,6,20,0,California,CA,oliver complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,7/6/2008,16,2600,0,2955,25,0,37,-120,173,2008,188,1,0,0,0,44209,1129,0,106,473
2008,6,CA-SHU-004727,32,7,22,0,California,CA,shu lightning complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,7/30/2008,40,11990,430,0,52,0,41,-122,173,2008,212,1,0,0,0,40611,35006,0,106,473
2008,6,CA-BDF-5147,44,6,15,0,California,CA,apache,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,4/29/2008,5/6/2008,8,0,0,0,0,0,34,-117,120,2008,127,1,0,0,0,45604,318,1,106,473
2008,6,CA-SRF-1123,50,2,42,0,California,CA,hell's half,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/20/2008,7/30/2008,41,1041,90,1201,11,0,41,-124,172,2008,212,1,0,0,0,40519,6130,0,106,473
2008,6,CA-CZU-005238,27,6,73,0,California,CA,martin,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/11/2008,6/28/2008,18,1000,50,0,4,0,37,-122,163,2008,180,1,0,0,0,43809,211,0,106,473
2008,6,CA-RRU-033285,7,9,28,0,California,CA,dos palmas,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,4/13/2008,4/17/2008,5,0,0,10,1,0,34,-116,104,2008,108,1,0,0,0,45802,185,0,106,473
2008,6,CA-LNU-003395,30,8,52,0,California,CA,geysers,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,5/15/2008,5/17/2008,3,0,0,0,0,0,39,-123,136,2008,138,1,0,0,0,42010,117,0,106,473
2008,6,CA-BEU-002390,28,8,117,0,California,CA,brown,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,6/24/2008,4,0,0,0,1,0,37,-121,173,2008,176,1,0,0,0,44410,1567,0,106,473
2008,6,CA-LNU-004843,32,6,87,0,California,CA,walker,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/22/2008,7/3/2008,12,95,1,0,10,0,39,-122,174,2008,185,1,0,0,0,41410,5868,1,106,473
2008,6,CA-SRF-1036,59,11,51,0,California,CA,srf lightning complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/20/2008,7/2/2008,13,2,0,0,0,0,41,-123,172,2008,184,1,0,0,0,40408,365,0,106,473
2008,6,CA-BTU-007660,30,5,87,0,California,CA,btu lightning complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,10/3/2008,105,30100,0,14320,78,1,40,-121,173,2008,277,1,0,0,0,41213,26303,0,106,473
2008,6,CA-BDF-11065,8,12,124,0,California,CA,foxbrough,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,10/22/2008,10/23/2008,2,500,0,0,0,0,34,-117,296,2008,297,1,0,0,0,45113,98,1,106,473
2008,6,CA-TCU-7033,34,5,79,0,California,CA,serpentine,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/26/2008,7/28/2008,3,0,0,0,4,0,38,-120,208,2008,210,1,0,0,0,43603,66,0,106,473
2008,6,CA-SHF-1944,25,3,89,0,California,CA,gulch,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/7/2008,9/16/2008,10,90,6,0,2,0,40,-123,251,2008,260,1,0,0,0,40511,1153,0,106,473
2008,6,CA-BDU-002993,34,15,24,0,California,CA,bluff,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,3/16/2008,3/20/2008,5,60,0,0,0,0,37,-119,76,2008,80,1,0,0,0,43708,263,0,106,473
2008,6,CA-SHU-6922,18,11,25,0,California,CA,olinda,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/27/2008,8/30/2008,4,640,0,0,0,0,40,-122,240,2008,243,1,0,0,0,40611,76,0,106,473
2008,6,CA-CZU-005581,50,3,55,0,California,CA,trabing,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/20/2008,6/24/2008,5,400,0,0,2,0,37,-122,172,2008,176,1,0,0,0,43802,255,0,106,473
2008,6,CA-FKU-005639,29,10,73,0,California,CA,avocado,N,Full Suppression,Full Suppression,Full Suppression,Full Suppression,5/20/2008,5/22/2008,3,20,0,20,1,0,37,-119,141,2008,143,1,0,0,0,44516,486,0,106,473
2008,6,CA-LPF-002250,35,4,69,0,California,CA,santa lucia lightning complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/15/2008,9/2/2008,19,0,0,0,4,0,35,-120,228,2008,246,1,0,0,0,45201,99,0,106,473
2008,6,CA-SMD-08-22735,35,6,78,0,California,CA,santa  anita,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,4/26/2008,5/4/2008,9,877,2,0,5,0,34,-118,117,2008,125,1,0,0,0,45437,237,0,106,473
2008,6,CA-SHF-1041,37,2,76,0,California,CA,lime complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/20/2008,8/30/2008,72,63758,958,12934,9,0,41,-123,172,2008,243,1,0,0,0,40512,40301,0,106,473
2008,6,CA-SRF-1126,54,3,57,0,California,CA,ukonom-south complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/20/2008,8/18/2008,60,1229,102,1499,8,0,41,-124,172,2008,231,1,0,0,0,40231,23825,0,106,473
2008,6,CA-TNF-1015,32,4,83,0,California,CA,yuba river complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,7/15/2008,25,1355,220,970,9,0,39,-121,173,2008,197,1,0,0,0,41806,1722,0,106,473
2008,6,CA-LNF-002729,33,6,21,0,California,CA,lnf june lightning complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,7/3/2008,13,0,0,0,1,0,40,-121,173,2008,185,1,0,0,0,40727,81,0,106,473
2008,6,CA-BTU-007089,21,9,50,0,California,CA,humboldt,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/11/2008,6/21/2008,11,8900,1600,1900,10,0,40,-122,163,2008,173,1,0,0,0,41211,9447,0,106,473
2008,6,CA-SHF-1949,20,5,96,0,California,CA,elmore,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/7/2008,9/11/2008,5,100,4,0,0,0,41,-122,251,2008,255,1,0,0,0,40614,139,0,106,473
2008,6,CA-CNF-002065,42,5,84,0,California,CA,vail,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/18/2008,8/20/2008,3,0,0,0,1,0,33,-117,231,2008,233,1,0,0,0,45710,41,0,106,473
2008,6,CA-AEU-10884,31,11,4,0,California,CA,jackson,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/10/2008,6/12/2008,3,0,0,0,1,0,39,-122,162,2008,164,1,0,0,0,41907,2590,0,106,473
2008,6,CA-MMU-009779,27,7,98,0,California,CA,telegraph,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/25/2008,8/7/2008,14,18100,0,0,38,0,38,-120,207,2008,220,1,0,0,0,44106,13797,1,106,473
2008,6,CA-LAC-08231953,17,11,64,0,California,CA,sesnon,N,Full Suppression,Full Suppression,Full Suppression,Full Suppression,10/13/2008,10/25/2008,13,8000,400,270,11,0,34,-119,287,2008,299,1,0,0,0,45412,5951,0,106,473
2008,6,CA-TCU-005302,27,13,4,0,California,CA,lagrange,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/10/2008,6/12/2008,3,150,0,0,0,0,38,-120,162,2008,164,1,0,0,0,43613,545,1,106,473
2008,6,CA-SRF-1120,59,4,52,0,California,CA,mad complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/20/2008,8/1/2008,43,1350,0,0,2,0,40,-124,172,2008,214,1,0,0,0,40423,1500,0,106,473
2008,6,CA-LNU-6732,47,16,27,0,California,CA,red,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/18/2008,8/18/2008,1,0,0,0,0,0,39,-123,231,2008,231,1,0,0,0,41411,74,0,106,473
2008,6,CA-BDO-19277,14,10,105,0,California,CA,little mountain,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,10/14/2008,10/15/2008,2,0,0,0,0,0,34,-117,288,2008,289,1,0,0,0,45113,56,0,106,473
2008,6,CA-BDF-7230,31,5,84,0,California,CA,ridge,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/3/2008,7/6/2008,4,0,0,0,1,0,34,-117,185,2008,188,1,0,0,0,45109,112,0,106,473
2008,6,CA-STF-1063,36,7,69,0,California,CA,north mountain,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,7/14/2008,24,2000,0,0,19,0,38,-120,173,2008,196,1,0,0,0,44102,1170,0,106,473
2008,6,CA-HUU-003384,59,7,53,0,California,CA,humboldt complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/20/2008,7/14/2008,25,10005,0,0,4,0,40,-124,172,2008,196,1,0,0,0,40421,537,0,106,473
2008,6,CA-BDU-011827,15,7,121,0,California,CA,san antonio,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,10/23/2008,10/24/2008,2,0,0,0,1,0,34,-118,297,2008,298,1,0,0,0,45443,47,0,106,473
2008,6,CA-ORC-075221,33,6,91,0,California,CA,freeway complex,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,11/15/2008,11/25/2008,11,5625,125,0,14,0,34,-118,320,2008,330,1,0,0,0,45446,12265,0,106,473
2008,6,CA-LNF-2713,28,5,86,0,California,CA,cub complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,7/22/2008,32,1320,3,56,8,0,40,-122,173,2008,204,1,0,0,0,41213,7980,0,106,473
2008,6,CA-HUU-005560,43,3,64,0,California,CA,colony,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/7/2008,9/9/2008,3,100,0,0,1,0,40,-124,251,2008,253,1,0,0,0,40423,63,0,106,473
2008,6,CA-SHF-1057,44,2,72,0,California,CA,iron & alps complexes,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,9/4/2008,76,31898,2936,39911,26,10,41,-123,173,2008,248,1,0,0,0,40520,42818,0,106,473
2008,6,CA-INF-000656,38,7,21,0,California,CA,sherwin,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/3/2008,8/10/2008,8,0,0,150,3,0,38,-119,216,2008,223,1,0,0,0,43709,141,1,106,473
2008,6,CA-SHU-006888,18,11,24,0,California,CA,lake,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/26/2008,8/30/2008,5,2500,150,200,0,0,41,-122,239,2008,243,1,0,0,0,40611,45,0,106,473
2008,6,CA-KRN-016886,34,4,65,0,California,CA,grapevine,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/6/2008,6/8/2008,3,50,0,0,2,0,35,-119,158,2008,160,1,0,0,0,45302,206,0,106,473
2008,6,CA-CDD-6343,20,8,25,0,California,CA,acoma,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/7/2008,6/10/2008,4,150,1,0,1,0,34,-116,159,2008,162,1,0,0,0,45112,145,0,106,473
2008,6,CA-NEU-18718,29,8,89,0,California,CA,finley,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/30/2008,9/1/2008,3,0,0,0,1,0,39,-121,243,2008,245,1,0,0,0,41701,42,0,106,473
2008,6,CA-LFD-1460,24,5,55,0,California,CA,sayre,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,11/14/2008,11/24/2008,11,8950,0,737,4,0,34,-118,319,2008,329,1,0,0,0,45412,4558,0,106,473
2008,6,CA-TUU-000176,34,7,58,0,California,CA,rocky,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,5/17/2008,5/18/2008,2,0,0,0,0,0,36,-119,138,2008,139,1,0,0,0,44724,81,0,106,473
2008,6,CA-HIA-220,51,5,57,0,California,CA,deerhorn,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/4/2008,9/17/2008,14,39,0,8,4,0,41,-124,248,2008,261,1,0,0,0,40408,155,0,106,473
2008,6,CA-NEU-18862,28,6,4,0,California,CA,gladding,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/1/2008,9/3/2008,3,20,0,20,0,0,39,-121,245,2008,247,1,0,0,0,41907,389,0,106,473
2008,6,CA-MCP-2699,14,8,105,0,California,CA,juliett,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,10/13/2008,10/16/2008,4,400,0,0,1,0,33,-117,287,2008,290,1,0,0,0,45731,1630,0,106,473
2008,6,CA-MRN-2428,24,9,41,0,California,CA,angel,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,10/12/2008,10/16/2008,5,0,15,0,0,0,38,-122,286,2008,290,1,0,0,0,43402,123,0,106,473
2008,6,CA-LPF-002754,39,4,90,0,California,CA,chalk,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/27/2008,11/3/2008,38,230,2,480,20,0,36,-121,271,2008,308,1,0,0,0,44317,6584,0,106,473
2008,6,CA-ANF-1444,36,8,86,0,California,CA,bighorn,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,5/13/2008,5/21/2008,9,136,0,30,5,0,34,-118,134,2008,142,1,0,0,0,45421,199,0,106,473
2008,6,CA-VNC-123456,20,5,83,0,California,CA,sbs test,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,10/9/2008,10/9/2008,1,25,10,6,0,0,34,-119,283,2008,283,1,0,0,0,45313,41,0,106,473
2008,6,CA-SCU-3094,65,3,51,0,California,CA,hummingbird,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/22/2008,6/24/2008,3,2400,0,0,0,0,37,-122,174,2008,176,1,0,0,0,43802,322,0,106,473
2008,6,CA-NEU-18885,18,6,104,0,California,CA,myrna,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/1/2008,9/2/2008,2,0,0,0,0,0,39,-122,245,2008,246,1,0,0,0,41201,185,0,106,473
2008,6,CA-AEU-11149,23,5,248,0,California,CA,electra,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/13/2008,6/15/2008,3,20,0,0,0,0,38,-121,165,2008,167,1,0,0,0,42701,162,0,106,473
2008,6,CA-RRU-049152,67,10,28,0,California,CA,lake,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/3/2008,6/3/2008,1,0,0,0,1,0,34,-117,155,2008,155,1,0,0,0,45619,60,0,106,473
2008,6,CA-KNF-004096,54,3,67,0,California,CA,slinkard,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/17/2008,8/25/2008,9,59,0,0,0,0,42,-123,230,2008,238,1,0,0,0,40225,152,0,106,473
2008,6,CA-LPF-1649,74,4,19,0,California,CA,basin complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,7/29/2008,39,47592,503,5371,9,0,36,-122,173,2008,211,1,0,0,0,44302,65891,0,106,473
2008,6,CA-KRN-19301,22,7,104,0,California,CA,bena,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/27/2008,6/27/2008,1,0,0,0,0,0,35,-119,179,2008,179,1,0,0,0,45002,49,0,106,473
2008,6,CA-LNF-002781,39,7,35,0,California,CA,mill complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/22/2008,6/29/2008,8,0,0,0,0,0,40,-122,174,2008,181,1,0,0,0,41211,850,0,106,473
2008,6,CA-SQF-1023,27,7,94,0,California,CA,richbar,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/7/2008,6/8/2008,2,0,0,0,0,0,35,-119,159,2008,160,1,0,0,0,45002,156,1,106,473
2008,6,CA-KNF-002975,50,4,58,0,California,CA,siskiyou / blue 2 complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,9/13/2008,85,409,16,680,18,1,42,-124,173,2008,257,1,0,0,0,40231,33260,0,106,473
2008,6,CA-MEU-004608,45,6,73,5,California,CA,meu lightning complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/20/2008,11/4/2008,138,12170,10,0,47,1,40,-123,172,2008,309,1,0,0,0,41015,22185,0,106,473
2008,6,CA-SNF-1493,33,4,80,0,California,CA,cascadel,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/11/2008,9/18/2008,8,1060,0,0,1,0,37,-119,255,2008,262,1,0,0,0,44204,114,1,106,473
2008,6,CA-TNF-1011,33,4,79,0,California,CA,american river complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,7/31/2008,41,472,24,120,4,0,39,-121,173,2008,213,1,0,0,0,41908,8313,0,106,473
2008,6,CA-SCU-003091,65,3,51,0,California,CA,whitehurst,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/22/2008,6/24/2008,3,1200,0,0,0,0,37,-122,174,2008,176,1,0,0,0,43802,81,0,106,473
2008,6,CA-BTU-007021,26,10,77,0,California,CA,ophir,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/10/2008,6/13/2008,4,775,30,75,0,0,39,-122,162,2008,165,1,0,0,0,41201,648,0,106,473
2008,6,CA-SCU-2548,50,5,38,0,California,CA,summit,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,5/22/2008,6/15/2008,25,1750,65,0,17,0,37,-122,143,2008,167,1,0,0,0,43913,1729,0,106,473
2008,6,CA-MMU-  008048,22,9,4,0,California,CA,mariposa complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,6/24/2008,4,0,0,0,2,0,37,-120,173,2008,176,1,0,0,0,44114,1012,0,106,473
2008,6,CA-MVU-10642,10,10,120,0,California,CA,shockey,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,10/14/2008,10/14/2008,1,50,0,10,1,0,33,-116,288,2008,288,1,0,0,0,45704,81,0,106,473
2008,6,CA-BDF-6944,34,8,84,0,California,CA,cajon,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/23/2008,6/24/2008,2,1,0,0,0,0,34,-117,175,2008,176,1,0,0,0,45113,41,0,106,473
2008,6,CA-MNF-645,52,2,59,0,California,CA,soda complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,7/30/2008,40,441,0,40,7,0,39,-123,173,2008,212,1,0,0,0,41406,3494,0,106,473
2008,6,CA-ANF-3005,40,4,75,0,California,CA,south,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/17/2008,8/20/2008,4,0,0,0,3,0,35,-118,230,2008,233,1,0,0,0,45426,55,0,106,473
2008,6,CA-LNF-002782,31,9,18,0,California,CA,peterson complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,7/3/2008,13,210,0,0,0,0,41,-121,173,2008,185,1,0,0,0,40630,3174,0,106,473
2008,6,CA-TGU-4245,42,9,3,0,California,CA,tgu lightning complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/21/2008,7/6/2008,16,0,0,0,9,0,40,-122,173,2008,188,1,0,0,0,40814,9271,0,106,473
2008,6,CA-TCU-006881,34,8,3,0,California,CA,french,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/22/2008,7/26/2008,5,0,0,0,0,0,38,-120,204,2008,208,1,0,0,0,43613,42,0,106,473
2008,6,CA-CNF-001587,30,5,65,0,California,CA,yankee,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/2/2008,7/4/2008,3,0,0,0,0,0,33,-117,184,2008,186,1,0,0,0,45731,61,0,106,473
2008,6,CA-TGU-003102,28,5,80,0,California,CA,colyear,H,Full Suppression,Full Suppression,Other,Confine,5/6/2008,5/9/2008,4,0,0,10,2,0,40,-123,127,2008,130,1,0,0,0,40802,539,1,106,473
2008,6,CA-MTO-001023,21,6,92,0,California,CA,tea incident,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,11/13/2008,11/22/2008,10,13000,0,0,10,0,34,-120,318,2008,327,1,0,0,0,45218,786,1,106,473
2008,6,CA-CDD-9455,27,6,20,0,California,CA,kingston,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/8/2008,9/11/2008,4,0,0,0,0,0,36,-116,252,2008,255,1,0,0,0,45129,44,0,106,473
2009,6,CA-KNF-004692,31,3,74,0,California,CA,tennant,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/19/2009,7/24/2009,6,52,0,0,0,0,42,-122,200,2009,205,1,0,0,0,40240,1306,0,86,419
2009,6,CA-ANF-2787,32,14,83,0,California,CA,osito,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/13/2009,7/14/2009,2,0,0,0,2,0,35,-119,194,2009,195,1,0,0,0,45448,124,0,86,419
2009,6,CA-MMU-10699,29,5,95,0,California,CA,ash,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/27/2009,7/29/2009,3,0,0,0,0,0,37,-120,208,2009,210,1,0,0,0,44517,139,1,86,419
2009,6,CA-SCU-003818,45,8,3,0,California,CA,scu lightning complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/12/2009,9/13/2009,2,0,0,0,0,0,37,-122,255,2009,256,1,0,0,0,43404,81,0,86,419
2009,6,CA-RRU-059933,37,4,57,0,California,CA,rabbit,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/8/2009,7/9/2009,2,0,0,0,0,0,34,-117,189,2009,190,1,0,0,0,45109,110,1,86,419
2009,6,CA-BDU-009598,28,6,87,0,California,CA,oak glen 3,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/30/2009,9/10/2009,12,6000,225,0,4,0,34,-117,242,2009,253,1,0,0,0,45109,470,1,86,419
2009,6,CA-LNU-6484,30,9,3,0,California,CA,cherry,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/4/2009,9/5/2009,2,50,0,0,0,0,38,-122,247,2009,248,1,0,0,0,42202,81,0,86,419
2009,6,CA-SCU-003627,24,8,93,0,California,CA,pacheco,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/29/2009,9/1/2009,4,1,1,0,2,0,37,-121,241,2009,244,1,0,0,0,43502,670,0,86,419
2009,6,CA-BDU-009640,25,5,84,0,California,CA,pendleton,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/31/2009,9/5/2009,6,600,0,0,1,0,34,-117,243,2009,248,1,0,0,0,45109,349,0,86,419
2009,6,CA-MCP-2601,17,9,103,0,California,CA,ridge,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/26/2009,8/28/2009,3,0,0,0,0,0,33,-117,238,2009,240,1,0,0,0,45731,203,1,86,419
2009,6,CA-LMU-004366,25,10,21,0,California,CA,day,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/27/2009,8/31/2009,5,125,8,120,0,0,41,-121,239,2009,243,1,0,0,0,40630,346,0,86,419
2009,6,CA-NEU-14435,21,4,80,0,California,CA,mammoth,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/16/2009,7/19/2009,4,1,0,0,3,0,39,-121,197,2009,200,1,0,0,0,42603,261,0,86,419
